Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,Component,REGION,PriceRegionLabel,Group_Outlier_Flag,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis
Global_G06,6,regular,Global_G06_S01,1,supergroup,AB Pool (inter),South Central,SouthCentral - WesTex,Outlier,63,-1.0217825396825395,0.5346491262862094,0.18390829359978805,-0.8384,0.22787561999999958,-2.6382,-0.4838,2026-09-03,-0.8384
Global_G06,6,regular,Global_G06_S01,1,supergroup,EP-Keystone,South Central,SouthCentral - WesTex,Outlier,63,-1.028284126984127,0.5264163607879925,0.18230109078014273,-0.8584999999999998,0.24047771999999984,-2.6258,-0.5234999999999999,2026-09-03,-0.8843999999999999
Global_G06,6,regular,Global_G06_S01,1,supergroup,EP-Waha Pool,South Central,SouthCentral - WesTex,Outlier,63,-1.030195238095238,0.5241154897442565,0.18153532789786894,-0.8649999999999998,0.23721599999999954,-2.625,-0.5299999999999998,2026-09-03,-0.8723000000000001
Global_G06,6,regular,Global_G06_S01,1,supergroup,Waha,South Central,SouthCentral - WesTex,In-family,63,-1.0412079365079365,0.5305631105635169,0.18614107326576515,-0.8699999999999997,0.25204199999999954,-2.6599999999999997,-0.54,2026-09-03,-0.8561000000000001
Global_G06,6,regular,Global_G06_S02,2,supergroup,TW-Panhandle,South Central,Mountain - Panhandle,No forward mark,62,-1.0970161290322578,0.5125990185651454,0.20423919198083315,-0.95,0.2965199999999999,-2.58,-0.5800000000000001,2026-09-02,-0.9299999999999997
Global_G06,6,regular,Global_G06_S02,2,supergroup,TW-WTX,South Central,Mountain - Panhandle,No forward mark,63,-1.1015238095238093,0.5042241484134987,0.20098052885766035,-0.9503000000000001,0.20163359999999983,-2.58,-0.5817999999999999,2026-09-03,-0.9412999999999998
Global_G06,6,regular,Global_G06_S03,3,small_outlier,EP-Plains Pool,South Central,SouthCentral - WesTex,In-family,63,-0.9323809523809524,0.4946633426225984,0.17975734205516974,-0.8096999999999999,0.23810555999999944,-2.38,-0.4270999999999998,2026-09-03,-0.8096999999999999
Global_G07,7,regular,Global_G07_S01,1,regular,Sonat-Z0 South,South Central,Southeast,In-family,63,0.995761904761905,0.67286912676326,0.5473802492134506,0.7599999999999998,0.214977,0.48,4.25,2026-09-03,2.6029999999999998
Global_G07,7,regular,Global_G07_S01,1,regular,TGP-500L,Southeast,Southeast,In-family,63,0.9526873015873017,0.589507647626681,0.45041232061773323,0.7450000000000001,0.2520419999999999,0.40000000000000036,3.525,2026-09-03,2.6643
Global_G07,7,regular,Global_G07_S01,1,regular,Transco-85,Southeast,Southeast,In-family,63,1.0832968253968256,0.7208375565222619,0.5865606154098428,0.81,0.2520419999999999,0.5,4.43,2026-09-03,2.5777
Global_G07,7,regular,Global_G07_S02,2,supergroup,Transco Zn3,South Central,Southeast,No forward mark,62,0.4218548387096775,0.42832616830122916,0.4441012751872604,0.3175000000000001,0.13714050000000003,0.0950000000000002,3.03,2026-09-02,1.4400000000000004
Global_G07,7,regular,Global_G07_S02,2,supergroup,Transco-65,South Central,Southeast,Strong outlier,63,0.909795238095238,0.5531910037137822,0.5149691192833232,0.7749999999999999,0.18532499999999932,0.46499999999999986,4.125,2026-09-03,2.4671000000000003
Global_G07,7,regular,Global_G07_S03,3,supergroup,FGT-CG,Southeast,Southeast,No forward mark,62,2.0568548387096777,0.8390423082158629,0.6663006303873986,1.7274999999999998,0.3632369999999998,1.3349999999999995,5.115,2026-09-02,2.87
