Component,Parent_Group_Label,Subgroup_Label,Final Mark,Own_History_Expected_Value,Own_History_Delta,Own_History_Direction,Hist_Median,Hist_Effective_Scale,Hist_Robust_SD,Forward_Robust_Z,Forward_Abs_Z,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Level,Chosen_Group_Selected_Peer_Count,Chosen_Group_Reliability,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Chosen_Group_Peer_Score_v2,Chosen_Group_Peer_Direction,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,Rule_Hits,Outlier_Reasons
Rover-PEPL,Global_G01,Global_G01_S05,-0.3167,-0.45500000000000007,0.1383000000000001,Higher than own-history expected value,-0.45500000000000007,0.16308599999999981,0.16308599999999981,0.8480188366873934,0.8480188366873934,-0.7811719999999998,-0.12882800000000044,-0.9442579999999995,0.034257999999999345,-1.1073439999999994,0.1973439999999992,Parent,32,0.901766429516182,True,True,-0.33283148915952226,0.016131489159522283,0.4104658727939621,0.3701443445476546,0.38978407028058765,Higher than peer-implied value,0.04548066635640155,-0.3926988068445194,-0.2729641714745251,-0.45256612452951656,-0.21309685378952797,-0.4286191974555177,-0.23704378086352684,0.9333100068150679,In-family,forward_transition,,,0.8692972932814643,,,0.3073020868132805,-0.10670000000000002,-0.052422166954291395,-0.05427783304570862,0.05427783304570862,slight,0.4888109910036998,0.11104053313993055,0.16441154645133724,current-month,-0.3465521979912499,8,slight stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; parent peers=32; peer model trusted; history/peer direction agree; pattern=slight stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.11; transition mean=-0.05; transition delta=-0.05; transition magnitude delta=+0.05; transition degree=slight; transition degree score=0.49; component current-month sd=0.11; component historical month sd=0.16; transition degree scale source=current-month; actual-to-date z=0.87; mark z=0.31; transition z=-0.35; pattern years=8
Katy-Oasis,Global_G13,Global_G13_S01,-0.355,-0.4401999999999999,0.08519999999999994,Higher than own-history expected value,-0.4401999999999999,0.10526460000000025,0.10526460000000025,0.8093889113719117,0.8093889113719117,-0.6507292000000005,-0.22967079999999943,-0.7559938000000006,-0.12440619999999919,-0.861258400000001,-0.019141599999998926,Subgroup,3,0.9560469753084521,True,False,-0.34080529181889163,-0.014194708181108368,-0.40169684568653835,0.38404105430956104,0.3927697546022138,Lower than peer-implied value,0.023463068469473013,-0.3708007296163488,-0.31080985402143446,-0.400796167413806,-0.28081441622397724,-0.38879799229482315,-0.2928125913429601,0.8996546503976354,In-family,forward_transition,,,-0.3791294490086341,,,-0.8602844546043935,-0.10254999999999992,0.004690147553451374,-0.10724014755345129,0.09785985244654855,mild,0.8789936328982395,0.11133169659475532,0.17749716429886525,current-month,-1.8396738049504755,11,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.10; transition mean=+0.00; transition delta=-0.11; transition magnitude delta=+0.10; transition degree=mild; transition degree score=0.88; component current-month sd=0.11; component historical month sd=0.18; transition degree scale source=current-month; actual-to-date z=-0.38; mark z=-0.86; transition z=-1.84; pattern years=11
Transco-Z6 (non-NY north),Global_G08,Global_G08_S01,-0.8572,-0.7000000000000002,-0.15719999999999978,Lower than own-history expected value,-0.7000000000000002,0.17791199999999982,0.17791199999999982,-0.8835828949143394,0.8835828949143394,-1.0558239999999999,-0.34417600000000054,-1.2337359999999995,-0.16626400000000074,-1.4116479999999996,0.011647999999999104,Subgroup,2,0.999916576660129,False,False,-0.8578000000000003,0.000600000000000378,0.26979630379071795,0.26977379648197086,0.0,Higher than peer-implied value,0.001657011341153161,-0.8598713505777354,-0.8557286494222652,-0.8619427011554704,-0.8536572988445302,-0.8611141609243764,-0.8544858390756243,0.8835828949143394,In-family,forward_transition,,,-0.6059723054415863,,,0.2052967509431089,-0.017200000000000104,-0.31970472008333456,0.30250472008333446,-0.30250472008333446,very strong,2.849510079042989,0.10616025621672165,0.49410883523341137,current-month,1.379021375567244,11,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Lower than own-history expected value; peers=Higher than peer-implied value; subgroup peers=2; peer model untrusted; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.02; transition mean=-0.32; transition delta=+0.30; transition magnitude delta=-0.30; transition degree=very strong; transition degree score=2.85; component current-month sd=0.11; component historical month sd=0.49; transition degree scale source=current-month; actual-to-date z=-0.61; mark z=0.21; transition z=1.38; pattern years=11
NGPL-MidAm,Global_G01,Global_G01_S01,-0.2658,-0.4074,0.1416,Higher than own-history expected value,-0.4074,0.17502092999999996,0.17502092999999996,0.8090460952298678,0.8090460952298678,-0.7574418599999999,-0.05735814000000006,-0.9324627899999999,0.1176627899999999,-1.1074837199999998,0.29268371999999987,Subgroup,13,0.9128289808809912,True,True,-0.29211736845368536,0.02631736845368537,0.3489498790301515,0.31853156245363834,0.33339398642669343,Higher than peer-implied value,0.06071733084607337,-0.37155530868491105,-0.21267942822245967,-0.4509932489161367,-0.133241487991234,-0.4192180728236464,-0.16501666408372428,0.8750469326797156,In-family,forward_transition,,,0.11196047125563996,,,0.08316582919200688,-0.07829999999999998,-0.08137084574619842,0.003070845746198439,-0.003070845746198439,,,0.07124999999999981,0.14876621091001385,current-month,0.02042078969926719,12,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=13; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.08; transition mean=-0.08; transition delta=+0.00; transition magnitude delta=-0.00; component current-month sd=0.07; component historical month sd=0.15; transition degree scale source=current-month; actual-to-date z=0.11; mark z=0.08; transition z=0.02; pattern years=12
TETCO-STX,Global_G04,Global_G04_S01,-0.4925,-0.4500000000000002,-0.042499999999999816,Lower than own-history expected value,-0.4500000000000002,0.09636899999999991,0.09636899999999991,-0.44101318888854146,0.44101318888854146,-0.642738,-0.2572620000000003,-0.739107,-0.16089300000000045,-0.8354759999999999,-0.06452400000000053,Subgroup,5,0.9430555877562267,True,True,-0.4623905320661544,-0.03010946793384565,-0.7761630908611448,0.7319649398467465,0.7537401210718736,Lower than peer-implied value,0.028009867553174674,-0.4984444463512384,-0.42633661778107035,-0.5344983606363224,-0.39028270349598637,-0.5200767949222889,-0.40470426921001995,0.87327933840615,In-family,forward_transition,,,-0.6512210825031947,,,-1.9442236653223504,-0.22980000000000006,0.008254892898708946,-0.23805489289870901,0.2215451071012911,strong,1.9656426620731589,0.11270873967887327,0.14034143776049823,current-month,-2.7205381576634853,26,stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Lower than own-history expected value; peers=Lower than peer-implied value; subgroup peers=5; peer model trusted; history/peer direction agree; pattern=stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.23; transition mean=+0.01; transition delta=-0.24; transition magnitude delta=+0.22; transition degree=strong; transition degree score=1.97; component current-month sd=0.11; component historical month sd=0.14; transition degree scale source=current-month; actual-to-date z=-0.65; mark z=-1.94; transition z=-2.72; pattern years=26
TETCO-M3,Global_G08,Global_G08_S02,-0.8135,-0.6799999999999999,-0.13350000000000006,Lower than own-history expected value,-0.6799999999999999,0.15567299999999998,0.15567299999999998,-0.8575668227631001,0.8575668227631001,-0.9913459999999998,-0.368654,-1.1470189999999998,-0.21298099999999998,-1.302692,-0.057308000000000026,Subgroup,2,0.9739680293254261,False,True,-0.7577052790332895,-0.055794720966710405,-2.7666080490621408,2.694587789460915,0.0,Lower than peer-implied value,0.020162968665262335,-0.7832435880420225,-0.7321669700245566,-0.8087818970507554,-0.7066286610158237,-0.7985665734472622,-0.7168439846193169,0.8575668227631001,In-family,forward_transition,,,-0.21909222650426466,,,0.27165209597972184,-0.09100000000000008,-0.3131974174489225,0.2221974174489224,-0.2221974174489224,strong,1.994115111207673,0.11142657522631959,0.7278784571452378,current-month,0.9339179697840608,26,strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Lower than own-history expected value; peers=moderately below peer-implied value; subgroup peers=2; peer model untrusted; pattern=strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.09; transition mean=-0.31; transition delta=+0.22; transition magnitude delta=-0.22; transition degree=strong; transition degree score=1.99; component current-month sd=0.11; component historical month sd=0.73; transition degree scale source=current-month; actual-to-date z=-0.22; mark z=0.27; transition z=0.93; pattern years=26
Transco-Z6 Sta-210,Global_G08,Global_G08_S01,-0.8572,-0.6840999999999999,-0.17310000000000003,Lower than own-history expected value,-0.6840999999999999,0.20281968000000036,0.20281968000000036,-0.8534674741622693,0.8534674741622693,-1.0897393600000007,-0.2784606399999992,-1.2925590400000009,-0.07564095999999887,-1.4953787200000015,0.12717872000000152,Subgroup,2,0.999842299463513,False,True,-0.8565999999999996,-0.000600000000000378,-0.26979630379071795,0.2697537567688679,0.0,Lower than peer-implied value,0.0022980292055470785,-0.8594727630340004,-0.8537272369659987,-0.8623455260680014,-0.8508544739319978,-0.861196420854401,-0.8520035791455982,0.8534674741622693,In-family,forward_transition,,,-0.48327699967487014,,,0.11052722694166933,-0.10745000000000005,-0.33001311172241676,0.22256311172241672,-0.22256311172241672,moderate,1.4995360365926451,0.14842131585456314,0.48464949179842,current-month,1.093524252394504,9,moderate weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Lower than own-history expected value; peers=Lower than peer-implied value; subgroup peers=2; peer model untrusted; pattern=moderate weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.11; transition mean=-0.33; transition delta=+0.22; transition magnitude delta=-0.22; transition degree=moderate; transition degree score=1.50; component current-month sd=0.15; component historical month sd=0.48; transition degree scale source=current-month; actual-to-date z=-0.48; mark z=0.11; transition z=1.09; pattern years=9
TETCO-ELA,Global_G06,Global_G06_S02,-0.2533,-0.2950000000000004,0.04170000000000035,Higher than own-history expected value,-0.2950000000000004,0.09636900000000025,0.09636900000000025,0.43271176415652585,0.43271176415652585,-0.4877380000000009,-0.10226199999999988,-0.584107000000001,-0.0058929999999996485,-0.6804760000000014,0.09047600000000061,Parent,5,0.9084038622548437,True,False,-0.2212958925260337,-0.03200410747396632,-0.7424838110531934,0.6744751616224165,0.7076629766083078,Lower than peer-implied value,0.039618208844462835,-0.27325544047165806,-0.16933634458040933,-0.32521498841728247,-0.11737679663478497,-0.3044311692390327,-0.13816061581303474,0.829473543460901,In-family,forward_transition,,,-0.18109080632688207,,,-0.2260120755430238,-0.08150000000000007,-0.05948249775033091,-0.02201750224966916,0.02201750224966916,slight,0.29930836094830676,0.07356126698201987,0.10199316639746131,current-month,-0.16233459769254632,26,slight stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; parent peers=5; peer model trusted; history/peer direction disagree; pattern=slight stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.08; transition mean=-0.06; transition delta=-0.02; transition magnitude delta=+0.02; transition degree=slight; transition degree score=0.30; component current-month sd=0.07; component historical month sd=0.10; transition degree scale source=current-month; actual-to-date z=-0.18; mark z=-0.23; transition z=-0.16; pattern years=26
Transco-165,Global_G15,Global_G15_S01,-0.7777,-0.6699999999999999,-0.10770000000000002,Lower than own-history expected value,-0.6699999999999999,0.13714050000000003,0.13714050000000003,-0.785325997790587,0.785325997790587,-0.9442809999999999,-0.3957189999999999,-1.0814215,-0.2585784999999998,-1.218562,-0.12143799999999982,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.785325997790587,In-family,forward_transition,,,,,,,,,,,,,,,,,2,,Below trust-gated watch / outlier / strong-outlier thresholds,history=Lower than own-history expected value
Socal-Citygate,Global_G11,Global_G11_S01,0.955,0.20750000000000002,0.7474999999999999,Higher than own-history expected value,0.20750000000000002,0.9525704999999998,0.9525704999999998,0.7847188213365837,0.7847188213365837,-1.6976409999999995,2.1126409999999995,-2.6502114999999993,3.0652114999999993,-3.602781999999999,4.017781999999999,Subgroup,2,0.9895637907084063,False,False,1.0030371887857472,-0.04803718878574714,-0.5681951897786992,0.5622653858596919,0.0,Lower than peer-implied value,0.09005024617278089,0.889882378814288,1.1161919987572064,0.7767275688428289,1.2293468087286654,0.8219894928314125,1.1840848847400818,0.7847188213365837,In-family,forward_transition,,,-0.3241542325577443,,,0.6314036045262378,-0.13,-1.6215008403587665,1.4915008403587664,-1.4915008403587664,very strong,11.145186210859,0.1338246676314447,2.5051890641494228,current-month,0.4665137820128679,17,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=2; peer model untrusted; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.13; transition mean=-1.62; transition delta=+1.49; transition magnitude delta=-1.49; transition degree=very strong; transition degree score=11.15; component current-month sd=0.13; component historical month sd=2.51; transition degree scale source=current-month; actual-to-date z=-0.32; mark z=0.63; transition z=0.47; pattern years=17
Chicago,Global_G01,Global_G01_S02,-0.2658,-0.40000000000000036,0.13420000000000037,Higher than own-history expected value,-0.40000000000000036,0.18532499999999932,0.18532499999999932,0.7241332793740772,0.7241332793740772,-0.770649999999999,-0.029350000000001708,-0.9559749999999984,0.15597499999999764,-1.1412999999999975,0.34129999999999694,Subgroup,3,0.9986277436762387,True,False,-0.2636019319590732,-0.0021980680409267863,-0.2965153164611744,0.2961084214430685,0.29631179910865896,Lower than peer-implied value,0.00654287522502161,-0.27178614333602985,-0.2554177205821166,-0.2799703547129865,-0.24723350920515996,-0.27669667016220384,-0.2505071937559426,0.7824127354459829,In-family,forward_transition,,,0.07548847083673814,,,0.0368388911470587,-0.07580000000000003,-0.07347130183345499,-0.0023286981665450457,0.0023286981665450457,,,0.07676262111210123,0.16772408825665783,current-month,-0.013057058202707078,26,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction disagree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.08; transition mean=-0.07; transition delta=-0.00; transition magnitude delta=+0.00; component current-month sd=0.08; component historical month sd=0.17; transition degree scale source=current-month; actual-to-date z=0.08; mark z=0.04; transition z=-0.01; pattern years=26
TGP-Z1 Sta-87,Global_G01,Global_G01_S06,-0.3387,-0.4077000000000002,0.06900000000000017,Higher than own-history expected value,-0.4077000000000002,0.1470739199999996,0.1470739199999996,0.4691518387488438,0.4691518387488438,-0.7018478399999994,-0.11355216000000096,-0.848921759999999,0.033521759999998624,-0.9959956799999986,0.18059567999999826,Parent,32,0.9349936294386165,True,False,-0.3024862849234901,-0.03621371507650993,-0.641516377810374,0.5998137264332363,0.6203147016977691,Lower than peer-implied value,0.05141806395570201,-0.36895563115332397,-0.23601693869365625,-0.43542497738315783,-0.1695475924638224,-0.40883723889122425,-0.19613533095575594,0.7777491735410674,In-family,forward_transition,,,0.12206260323497668,,,-0.4150631036780737,-0.11654999999999993,-0.037173102873995584,-0.07937689712600435,0.07937689712600435,mild,0.7915382878870961,0.1002818162313919,0.17132643460644617,current-month,-1.0604325439954534,9,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; parent peers=32; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.12; transition mean=-0.04; transition delta=-0.08; transition magnitude delta=+0.08; transition degree=mild; transition degree score=0.79; component current-month sd=0.10; component historical month sd=0.17; transition degree scale source=current-month; actual-to-date z=0.12; mark z=-0.42; transition z=-1.06; pattern years=9
TGT-Mainline,Global_G01,Global_G01_S09,-0.2675,-0.3650000000000002,0.0975000000000002,Higher than own-history expected value,-0.3650000000000002,0.1334340000000001,0.1334340000000001,0.7306983227663123,0.7306983227663123,-0.6318680000000004,-0.098132,-0.7653020000000006,0.03530200000000011,-0.8987360000000006,0.16873600000000022,Parent,33,0.918859209193629,True,True,-0.27442583758943445,0.006925837589434439,0.2559378905911502,0.2351708877512698,0.24533475281644904,Higher than peer-implied value,0.055938719547041126,-0.34737126072497676,-0.20148041445389214,-0.42031668386051907,-0.12853499131834983,-0.39113851460630217,-0.15771316057256674,0.7707847817860768,In-family,forward_transition,,,-0.02647383690705735,,,0.0030007931149562423,-0.06059999999999993,-0.06477108618154877,0.004171086181548836,-0.004171086181548836,,,0.08496356081677987,0.12613667665693848,current-month,0.03162748520844443,26,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; parent peers=33; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.06; transition mean=-0.06; transition delta=+0.00; transition magnitude delta=-0.00; component current-month sd=0.08; component historical month sd=0.13; transition degree scale source=current-month; actual-to-date z=-0.03; mark z=0.00; transition z=0.03; pattern years=26
APC-ACE,Global_G01,Global_G01_S08,-0.2667,-0.3999999999999999,0.13329999999999992,Higher than own-history expected value,-0.3999999999999999,0.20756399999999983,0.20756399999999983,0.6422115588445011,0.6422115588445011,-0.8151279999999996,0.015127999999999753,-1.0226919999999993,0.22269199999999956,-1.2302559999999994,0.4302559999999994,Parent,33,0.914221217658679,True,True,-0.2888188409012966,0.02211884090129667,0.36217655694533935,0.331109492897996,0.3462948109771694,Higher than peer-implied value,0.06338172644641357,-0.37167950878438694,-0.2059581730182063,-0.45454017666747726,-0.12309750513511594,-0.42139590951424116,-0.15624177228835207,0.7296271530194018,In-family,forward_transition,,,0.1471942237163803,,,0.09600729382646529,-0.06669999999999981,-0.06802250742729067,0.001322507427290856,-0.001322507427290856,,,0.07480027851998054,0.17717917738385458,current-month,0.0074881547517202775,25,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; parent peers=33; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.07; transition mean=-0.07; transition delta=+0.00; transition magnitude delta=-0.00; component current-month sd=0.07; component historical month sd=0.18; transition degree scale source=current-month; actual-to-date z=0.15; mark z=0.10; transition z=0.01; pattern years=25
NBPL-Ventura,Global_G01,Global_G01_S07,-0.2942,-0.44499999999999984,0.15079999999999982,Higher than own-history expected value,-0.44499999999999984,0.2520419999999999,0.2520419999999999,0.5983129795827675,0.5983129795827675,-0.9490839999999996,0.059083999999999914,-1.2011259999999995,0.3111259999999998,-1.4531679999999993,0.5631679999999997,Parent,33,0.8836877044163366,True,True,-0.322792497127653,0.02859249712765292,0.40285372132515007,0.3559968802134004,0.3787012912231909,Higher than peer-implied value,0.07683255912980165,-0.4249583831495904,-0.22062661110571563,-0.5271242691715278,-0.11846072508377825,-0.4862579147627528,-0.1593270794925532,0.7080911590405018,In-family,forward_transition,,,0.029080814253408742,,,0.23165939581241077,-0.029199999999999893,-0.0778423771751237,0.048642377175123805,-0.048642377175123805,mild,0.7844524412442063,0.06200806399170991,0.18489467701099876,current-month,0.2809397346790779,17,mild weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; parent peers=33; peer model trusted; history/peer direction agree; pattern=mild weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.03; transition mean=-0.08; transition delta=+0.05; transition magnitude delta=-0.05; transition degree=mild; transition degree score=0.78; component current-month sd=0.06; component historical month sd=0.18; transition degree scale source=current-month; actual-to-date z=0.03; mark z=0.23; transition z=0.28; pattern years=17
CIG-Mainline South,Global_G02,Global_G02_S05,-0.5167,-0.9880999999999998,0.4713999999999997,Higher than own-history expected value,-0.9880999999999998,0.9089820600000006,0.9089820600000006,0.5186020943031586,0.5186020943031586,-2.806064120000001,0.8298641200000014,-3.7150461800000016,1.7388461800000021,-4.624028240000002,2.6478282400000026,Parent,13,0.9931023867022587,True,False,-0.48456618015426023,-0.03213381984573991,-0.47843283948946624,0.47513279477372755,0.47677996197214534,Lower than peer-implied value,0.05803836020146115,-0.5573656361015085,-0.41176672420701205,-0.6301650920487566,-0.33896726825976387,-0.6010453096698574,-0.3680870506386631,0.704462393853485,In-family,forward_transition,,,0.5680517652316938,,,0.29865170048128054,-0.18989999999999985,-0.1686086017990018,-0.02129139820099804,0.02129139820099804,slight,0.18029355325386753,0.11809295350132722,0.31476058555363484,current-month,-0.09332155777723412,12,slight stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; parent peers=13; peer model trusted; history/peer direction disagree; pattern=slight stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.19; transition mean=-0.17; transition delta=-0.02; transition magnitude delta=+0.02; transition degree=slight; transition degree score=0.18; component current-month sd=0.12; component historical month sd=0.31; transition degree scale source=current-month; actual-to-date z=0.57; mark z=0.30; transition z=-0.09; pattern years=12
ANR-SW,Global_G07,Global_G07_S01,-0.4523,-0.5449999999999999,0.09269999999999995,Higher than own-history expected value,-0.5449999999999999,0.2372160000000002,0.2372160000000002,0.39078308377175175,0.39078308377175175,-1.0194320000000003,-0.07056799999999952,-1.2566480000000007,0.16664800000000068,-1.4938640000000007,0.4038640000000009,Subgroup,4,0.9613228419581532,True,False,-0.427214877986362,-0.025085122013638047,-0.5834484077090796,0.5608822814348516,0.572054083120993,Lower than peer-implied value,0.04891669250511043,-0.48957866314805465,-0.3648510928246693,-0.5519424483097473,-0.30248730766297666,-0.5269969342450702,-0.32743282172765376,0.6927895009146429,In-family,forward_transition,,,0.3919725795104012,,,-0.007582044346492291,-0.15730000000000005,-0.09714776579796276,-0.06015223420203729,0.06015223420203729,mild,0.8118002421869241,0.07409733463492452,0.314620485871419,current-month,-0.2808130547117413,26,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=4; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.16; transition mean=-0.10; transition delta=-0.06; transition magnitude delta=+0.06; transition degree=mild; transition degree score=0.81; component current-month sd=0.07; component historical month sd=0.31; transition degree scale source=current-month; actual-to-date z=0.39; mark z=-0.01; transition z=-0.28; pattern years=26
TGP-Z4 Marcellus,Global_G03,Global_G03_S02,-0.95,-0.8599999999999999,-0.09000000000000008,Lower than own-history expected value,-0.8599999999999999,0.13343399999999978,0.13343399999999978,-0.6744907594765969,0.6744907594765969,-1.1268679999999995,-0.5931320000000003,-1.2603019999999991,-0.45969800000000055,-1.393735999999999,-0.3262640000000008,Parent,8,0.917762180717725,True,False,-0.9539157357523244,0.003915735752324488,0.1224329382482919,0.11236432039843094,0.11729063858915759,Higher than peer-implied value,0.050272920195560865,-1.0195119910023298,-0.888319480502319,-1.0851082462523352,-0.8227232252523136,-1.058869744152333,-0.8489617273523157,0.6846129406606106,In-family,forward_transition,,,-0.11982530067375732,,,0.4201108156777448,-0.02499999999999991,-0.2522411855309346,0.2272411855309347,-0.2272411855309347,very strong,2.7150821625494106,0.08369587803470357,0.7456614133373013,current-month,0.8516633743016522,18,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Lower than own-history expected value; peers=Higher than peer-implied value; parent peers=8; peer model trusted; history/peer direction disagree; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.02; transition mean=-0.25; transition delta=+0.23; transition magnitude delta=-0.23; transition degree=very strong; transition degree score=2.72; component current-month sd=0.08; component historical month sd=0.75; transition degree scale source=current-month; actual-to-date z=-0.12; mark z=0.42; transition z=0.85; pattern years=18
Southern Star,Global_G07,Global_G07_S01,-0.4231,-0.5350000000000001,0.11190000000000017,Higher than own-history expected value,-0.5350000000000001,0.17049900000000032,0.17049900000000032,0.6563088346559215,0.6563088346559215,-0.8759980000000007,-0.1940019999999995,-1.0464970000000011,-0.023502999999999163,-1.2169960000000013,0.14699600000000113,Subgroup,4,0.9574233906018138,True,True,-0.43108449244414493,0.007984492444144965,0.1538704677910419,0.14731918498598653,0.15055919735568726,Higher than peer-implied value,0.052037721844433726,-0.49756223627857593,-0.3646067486097139,-0.5640399801130069,-0.2981290047752829,-0.5374488825792345,-0.3247201023090553,0.6733567838492477,In-family,forward_transition,,,0.3458241014221844,,,0.22116354119725873,-0.12454999999999988,-0.13212093287178012,0.007570932871780234,-0.007570932871780234,,,0.07508529594179317,0.3148789208881573,current-month,0.03492432844217043,26,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=4; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.12; transition mean=-0.13; transition delta=+0.01; transition magnitude delta=-0.01; component current-month sd=0.08; component historical month sd=0.31; transition degree scale source=current-month; actual-to-date z=0.35; mark z=0.22; transition z=0.03; pattern years=26
NWP-Rocky Mtn,Global_G02,Global_G02_S01,-0.3695,-0.9983000000000002,0.6288000000000002,Higher than own-history expected value,-0.9983000000000002,0.9421922999999999,0.9421922999999999,0.66737968459305,0.66737968459305,-2.8826846,0.8860845999999996,-3.8248768999999996,1.8282768999999994,-4.7670692,2.770469199999999,Subgroup,3,0.9977971733975927,True,True,-0.37399492433477916,0.004494924334779147,0.0835202459601933,0.08333626534055259,0.08342820493482336,Higher than peer-implied value,0.027408030361850754,-0.408292759205111,-0.3396970894644473,-0.4425905940754429,-0.30539925459411543,-0.4288714601273101,-0.3191183885422482,0.6725740916703272,In-family,forward_transition,,,0.0006594555574590021,,,0.4451774730753037,-0.1396,-0.227820641926939,0.08822064192693899,-0.08822064192693899,mild,0.636883158491252,0.13851935123536596,0.29029616675292297,current-month,0.181627819333604,12,mild weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction agree; pattern=mild weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.14; transition mean=-0.23; transition delta=+0.09; transition magnitude delta=-0.09; transition degree=mild; transition degree score=0.64; component current-month sd=0.14; component historical month sd=0.29; transition degree scale source=current-month; actual-to-date z=0.00; mark z=0.45; transition z=0.18; pattern years=12
