Price Region,Market Comp,Live,Change,Regional Signal,11-Aug,4-Aug,28-Jul,21-Jul,14-Jul,7-Jul,30-Jun,23-Jun,16-Jun,9-Jun,2-Jun,26-May,19-May,12-May,5-May,28-Apr,21-Apr,14-Apr,7-Apr,1-Apr,Sum25,Sum24,Sum23,Sum22,Sum21
SouthCentral - TexCoast,TGP-Z0 South,-0.485,0.0246,Neutral,-0.5096,-0.5039,-0.4967,-0.4742,-0.5042,-0.5159,-0.5366,-0.547,-0.552,-0.5717,-0.6182,-0.6236,-0.6265,-0.6107,-0.5946,-0.5634,-0.5255,-0.542,-0.4627,-0.4784,-0.0203369159,-0.1534257009,-0.1319149533,0.0590383178,-0.3811892523
SouthCentral - Perryville,TGP-Z1 100L,-0.3111,0.0,Not screened,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,0.0044841121,-0.0260299065,0.027217757,0.2559327103,-0.1104691589
SouthCentral - Perryville,TGP-Z1 Sta-87,-0.3111,0.0,Not screened,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.3111,-0.0032037383,-0.0257971963,0.0283163551,0.2040046729,-0.1185065421
Northeast - Appalachia,TGP-Z4 Marcellus,-0.79,-0.0072,Rich,-0.7828,-0.7864,-0.7846,-0.7989,-0.8089,-0.8379,-0.8754,-0.8947,-0.9394,-0.9422,-0.9319,-0.8966,-0.9337,-0.9452,-0.9623,-0.9238,-0.9124,-0.8987,-0.9152,-0.9119,0.1765654206,-0.1130373832,0.4412850467,0.2396028037,0.1899299065
Northeast - Appalachia,TGP-Z4 Sta-219,-0.591,0.0154,Neutral,-0.6064,-0.6103,-0.6039,-0.6182,-0.6289,-0.6597,-0.6879,-0.6873,-0.7191,-0.7169,-0.7051,-0.6705,-0.7077,-0.7224,-0.7373,-0.7113,-0.6957,-0.6816,-0.6977,-0.6944,0.1768271028,-0.0314439252,0.3321542056,0.1658691589,-0.145182243
Northeast - Demand Rest,TGP-Z6 200L North,-0.0449,0.0122,Not screened,-0.0571,-0.0281,0.0035,-0.004,-0.0143,-0.0269,-0.0447,-0.0361,-0.0504,-0.0526,-0.0529,-0.0408,-0.0544,-0.0403,-0.005,0.0518,0.0646,0.0785,0.0905,0.0945,-0.0994518868,0.2201487805,0.2725019608,-0.0864952381,0.0641375587
Northeast - Demand Rest,TGP-Z6 200L South,-0.1449,0.0122,Not screened,-0.1571,-0.1281,-0.0965,-0.104,-0.1143,-0.1269,-0.1447,-0.1361,-0.1504,-0.1526,-0.1529,-0.1408,-0.1544,-0.1403,-0.105,-0.0482,-0.0354,-0.0215,-0.0095,-0.0055,0.1347495327,0.2495626168,0.474188785,0.249328972,0.2316420561
SouthCentral - Perryville,TGT-Mainline,-0.26,0.0031,Rich,-0.2631,-0.2645,-0.2702,-0.2552,-0.2659,-0.2826,-0.2911,-0.2851,-0.2844,-0.3001,-0.317,-0.312,-0.3149,-0.3078,-0.2853,-0.2691,-0.2795,-0.2751,-0.2526,-0.2683,-0.0055140187,-0.0434813084,0.0375,0.2667757009,-0.0610280374
Northeast - Demand,Transco-165,-0.31,-0.0388,Neutral,-0.2712,-0.274,-0.2657,-0.2566,-0.2617,-0.2809,-0.2917,-0.3042,-0.3587,-0.3962,-0.4094,-0.3862,-0.409,-0.4222,-0.4351,-0.4032,-0.4069,-0.3977,-0.4041,-0.4002,0.4329906542,0.1420325203,,,
SouthCentral - TexCoast,Transco-30,-0.226,-0.0057,Not screened,-0.2203,-0.2278,-0.2278,-0.2175,-0.2275,-0.2439,-0.2479,-0.2319,-0.2348,-0.2473,-0.2648,-0.2623,-0.2623,-0.2554,-0.2354,-0.2304,-0.2304,-0.2304,-0.2229,-0.2225,0.2094439252,0.0786495327,0.0081588785,0.2138831776,-0.1567476636
Southeast,Transco-65,0.2325,0.0,Not screened,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.0520560748,0.0002102804,0.1531626168,-0.4359742991,0.248953271
Southeast,Transco-85,0.29,-0.0095,Neutral,0.2995,0.287,0.2877,0.3084,0.3099,0.3128,0.3352,0.3956,0.3906,0.362,0.3591,0.3301,0.338,0.3401,0.3326,0.3056,0.3042,0.2999,0.297,0.2889,-0.0120794393,-0.0172429907,0.1944158879,-0.3663084112,0.2955140187
Northeast - Demand,Transco-Z5,0.2562,0.0043,Not screened,0.2519,0.2445,0.248,0.2377,0.2244,0.1919,0.1798,0.1775,0.1444,0.1391,0.1437,0.1734,0.1505,0.1373,0.1266,0.1706,0.1759,0.1944,0.1876,0.1951,0.3956158879,0.0289803738,0.1304523364,-0.7375850467,0.1897514019
Northeast - Demand,Transco-Z5 North,0.2562,0.0043,Not screened,0.2519,0.2445,0.248,0.2377,0.2244,0.1919,0.1798,0.1775,0.1444,0.1391,0.1437,0.1734,0.1505,0.1373,0.1266,0.1706,0.1759,0.1944,0.1876,0.1951,0.9257215311,0.3625915094,0.2513886792,-0.7289904762,0.2912236967
Northeast - Demand,Transco-Z5 South,0.2562,0.0043,Not screened,0.2519,0.2445,0.248,0.2377,0.2244,0.1919,0.1798,0.1775,0.1444,0.1391,0.1437,0.1734,0.1505,0.1373,0.1266,0.1706,0.1759,0.1944,0.1876,0.1951,-0.1035429907,-0.1384261682,0.0660364486,-0.7360897196,0.1848682243
Northeast - Demand,Transco-Z6 (non-NY north),-0.6398,-0.0028,Neutral,-0.637,-0.6445,-0.6409,-0.6512,-0.6646,-0.697,-0.7092,-0.7114,-0.7446,-0.7499,-0.7452,-0.7156,-0.7384,-0.7516,-0.7623,-0.7183,-0.713,-0.6945,-0.7013,-0.6938,0.1740084112,-0.0510383178,0.3902,0.1527700935,-0.0518093458
Northeast - Demand,Transco-Z6 (NY),-0.5904,0.0,Not screened,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,-0.5904,0.1475205607,-0.0589046729,0.4097635514,0.146328972,-0.0219186916
Northeast - Demand,Transco-Z6 Sta-210,-0.6398,-0.0028,Not screened,-0.637,-0.6445,-0.6409,-0.6512,-0.6646,-0.697,-0.7092,-0.7114,-0.7446,-0.7499,-0.7452,-0.7156,-0.7384,-0.7516,-0.7623,-0.7183,-0.713,-0.6945,-0.7013,-0.6938,0.1672621495,-0.0437621495,0.388438785,0.0895556075,-0.0651093458
SouthCentral - Perryville,Trunkline-Z1A,-0.3154,0.0043,Not screened,-0.3197,-0.3272,-0.3272,-0.3168,-0.3269,-0.3433,-0.3472,-0.3312,-0.3341,-0.3466,-0.3641,-0.3616,-0.3616,-0.3598,-0.3398,-0.3348,-0.3348,-0.3341,-0.3266,-0.3262,-0.0283205607,0.0210719626,0.0082448598,0.2448102804,-0.1143252336
Mountain - WesTex,TW-Blanco,-0.6812,0.0597,Not screened,-0.7409,-0.7657,-0.7496,-0.7032,-0.7971,-0.811,-0.8471,-0.7973,-0.6659,-0.7569,-0.8019,-0.8228,-0.8673,-0.9123,-0.9197,-0.9772,-0.9965,-1.0126,-0.9372,-0.9121,0.0829121495,-0.1443775701,-0.6210364486,-0.1159196262,-0.4687934579
Northeast - Appalachia,Union-Dawn,-0.2307,0.015,Not screened,-0.2457,-0.2357,-0.2457,-0.2532,-0.2607,-0.2578,-0.2607,-0.2571,-0.2532,-0.2604,-0.2812,-0.2712,-0.2712,-0.2762,-0.2643,-0.2732,-0.2907,-0.2999,-0.3239,-0.3239,0.0427345794,0.1380850467,0.0354448598,0.1800009346,-0.064064486
SouthCentral - WesTex,Waha,-1.4725,-0.0325,Not screened,-1.44,-1.4845,-1.4583,-1.3429,-1.5475,-1.6299,-1.6989,-1.7502,-1.6602,-1.9154,-1.943,-1.8276,-1.9297,-1.8478,-1.6724,-1.4902,-1.4596,-1.4652,-1.3249,-1.3249,1.2073364486,1.3242523364,-0.7258411215,-0.2647196262,-1.1749299065
