Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Mark_Basis,Hist_Effective_Scale,Own_History_Expected_Value,Own_History_Delta,Forward_Z,Forward_Robust_Z,Forward_Abs_Z,Has_Forward_Final_Mark,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_Current_Month,HistCal_Mark_Month,HistCal_CurrentMTD_Basis,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,Parent_Model_Label,Parent_Group_Size,Parent_Peers_With_Final_Mark,Parent_Selected_Peer_Count,Parent_Selected_Peers,Parent_Avg_Selected_Corr,Parent_Min_Selected_Corr,Parent_Max_Selected_Corr,Parent_Mean_Pair_Scale,Parent_Reliability,Parent_Peer_Implied_Final_Mark,Parent_Peer_Residual,Parent_Peer_Residual_Z,Subgroup_Model_Label,Subgroup_Group_Size,Subgroup_Peers_With_Final_Mark,Subgroup_Selected_Peer_Count,Subgroup_Selected_Peers,Subgroup_Avg_Selected_Corr,Subgroup_Min_Selected_Corr,Subgroup_Max_Selected_Corr,Subgroup_Mean_Pair_Scale,Subgroup_Reliability,Subgroup_Peer_Implied_Final_Mark,Subgroup_Peer_Residual,Subgroup_Peer_Residual_Z,Chosen_Group_Level,Chosen_Group_Label,Chosen_Group_Selected_Peer_Count,Chosen_Group_Selected_Peers,Chosen_Group_Reliability,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Own_History_Direction,Chosen_Group_Peer_Direction,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Score_v2,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Peer_Watch_Threshold_Z,Chosen_Group_Peer_Outlier_Threshold_Z,Chosen_Group_Peer_Strong_Threshold_Z,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,Outlier_Reasons,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Plot_Flag_Priority
Katy-Oasis,Global_G11,11,regular,Global_G11_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G11,Global_G11_S01,Katy-Oasis,GLOBAL,Autumn,,,ICE Katy Oasis Pipeline FDt Com,,Katy-Enstor Pool,Katy-Oasis,63,-0.39758571428571426,0.1206040146139995,0.07149152703177308,-0.3887999999999998,0.11519802000000015,-0.6647999999999996,-0.19810000000000016,2026-09-03,-0.2269000000000001,,,0.11519802000000015,-0.3887999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.2269000000000001,,,,,,,,,,11,,,,,,,Global_G11,5,0,4,ENT-STX Map | Katy-Enstor Pool | Katy-Lonestar Inter | HSC-HPL Pool,0.948327128652932,0.8949343387580397,0.9961500849764329,0.026820470226932132,0.948327128652932,,,,Global_G11 | Global_G11_S01,4,0,3,ENT-STX Map | Katy-Enstor Pool | Katy-Lonestar Inter,0.9661247252845627,0.909662424254551,0.9961500849764329,0.019720311577535878,0.9661247252845627,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.6191960400000001,-0.1584039599999995,-0.7343940600000003,-0.04320593999999933,-0.8495920800000004,0.07199208000000079,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
HSC-HPL Pool,Global_G11,11,regular,Global_G11_S02,2,small_outlier,South Central,SouthCentral - TexCoast,3,Global_G11,Global_G11_S02,HSC-HPL Pool,GLOBAL,Autumn,HSC-HPL POOL,Houston ShipChl FDt Com,,Houston Ship Channel,,HSC-HPL Pool,63,-0.42829206349206356,0.10443596479397083,0.056822090448896294,-0.4249999999999998,0.08154299999999957,-0.6699999999999999,-0.14000000000000012,2026-09-03,-0.2873999999999999,,,0.08154299999999957,-0.4249999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.2873999999999999,,,,,,,,,,26,,,,,,,Global_G11,5,0,4,ENT-STX Map | Katy-Enstor Pool | Katy-Lonestar Inter | Katy-Oasis,0.9117649368726807,0.8861539507633366,0.9696693060570061,0.044693767818777645,0.9117649368726807,,,,Global_G11 | Global_G11_S02,1,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.588085999999999,-0.26191400000000065,-0.6696289999999985,-0.1803710000000011,-0.7511719999999982,-0.09882800000000153,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
ANR-SE-T,Global_G12,12,regular,Global_G12_S01,1,regular,South Central,SouthCentral - Henry,3,Global_G12,Global_G12_S01,ANR-SE-T,GLOBAL,Autumn,ANR-SE,ANR LA FDt Com,ICE ANR SE Transmission Pool FDt Com,"ANR, La",,ANR-SE-T,63,-0.25669206349206364,0.10980754322403866,0.06264021006912383,-0.23999999999999977,0.07413000000000039,-0.5300000000000002,-0.11000000000000032,2026-09-03,-0.15660000000000007,,,0.07413000000000039,-0.23999999999999977,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.15660000000000007,,,,,,,,,,26,,,,,,,Global_G12,4,1,3,Pine Prairie | TETCO-WLA | Transco-45,0.9457739785651427,0.9339775198365003,0.9631380936744404,0.03708127383598089,0.9457739785651427,-0.1729999999999996,,,Global_G12 | Global_G12_S01,4,1,3,Pine Prairie | TETCO-WLA | Transco-45,0.9457739785651427,0.9339775198365003,0.9631380936744404,0.03708127383598089,0.9457739785651427,-0.1729999999999996,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.38826000000000055,-0.09173999999999899,-0.46239000000000097,-0.0176099999999986,-0.5365200000000013,0.05652000000000179,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Pine Prairie,Global_G12,12,regular,Global_G12_S01,1,regular,South Central,SouthCentral - Henry,3,Global_G12,Global_G12_S01,Pine Prairie,GLOBAL,Autumn,PINE PRAIRIE,Pine Prairie Hub FDt Com,,Pine Prairie Hub,,Pine Prairie,63,-0.23104920634920634,0.10098329927879612,0.05781400320126144,-0.2150000000000003,0.08154300000000023,-0.49499999999999966,-0.0950000000000002,2026-09-03,-0.1610999999999998,,,0.08154300000000023,-0.2150000000000003,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.1610999999999998,,,,,,,,,,12,,,,,,,Global_G12,4,1,3,ANR-SE-T | TETCO-WLA | Transco-45,0.9396927587410299,0.9113168903638984,0.9675550636747041,0.041785850821389164,0.9396927587410299,-0.1479999999999997,,,Global_G12 | Global_G12_S01,4,1,3,ANR-SE-T | TETCO-WLA | Transco-45,0.9396927587410299,0.9113168903638984,0.9675550636747041,0.041785850821389164,0.9396927587410299,-0.1479999999999997,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.37808600000000075,-0.05191399999999985,-0.45962900000000095,0.029629000000000377,-0.5411720000000012,0.1111720000000006,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TETCO-WLA,Global_G12,12,regular,Global_G12_S01,1,regular,South Central,SouthCentral - Henry,3,Global_G12,Global_G12_S01,TETCO-WLA,GLOBAL,Autumn,TETCO-WLA,TX Eastern W LA FDt Com,,"Texas Eastern, WLA",,TETCO-WLA,63,-0.2674920634920635,0.09269336772319187,0.0506414930110075,-0.2599999999999998,0.09340379999999958,-0.5,-0.16500000000000004,2026-09-03,-0.19700000000000006,-0.18799999999999972,Bid+Ask,0.09340379999999958,-0.2599999999999998,0.07200000000000006,0.857580919159709,0.7708465822589701,0.7708465822589701,True,balmo_transition,September 4-30,September 3,September,September,-0.19700000000000006,-2.3010076718720707,-0.08061117966125343,-0.10738882033874629,-2.041575157708713,0.009000000000000341,-0.05388005076883458,0.06288005076883492,-0.04488005076883424,1.2357318621857245,26,moderate weaker than history,moderate,1.4218409215647234,0.03156474826976012,0.11880563024918722,current-month,Global_G12,4,0,3,ANR-SE-T | Pine Prairie | Transco-45,0.9483093528529366,0.9142349012096649,0.9675550636747042,0.03454385164778014,0.9483093528529366,,,,Global_G12 | Global_G12_S01,4,0,3,ANR-SE-T | Pine Prairie | Transco-45,0.9483093528529366,0.9142349012096649,0.9675550636747042,0.03454385164778014,0.9483093528529366,,,,OwnHistoryOnly,,0,,,,,,,,Higher than own-history expected value,,False,False,0.0,-0.446807599999999,-0.07319240000000063,-0.5402113999999985,0.020211399999998936,-0.6336151999999982,0.11361519999999853,,,,,,,,,,0.7708465822589701,In-family,history=Higher than own-history expected value; pattern=moderate weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.08; mark history delta=-0.11; current transition=+0.01; transition mean=-0.05; transition delta=+0.06; transition magnitude delta=-0.04; transition degree=moderate; transition degree score=1.42; component current-month sd=0.03; component historical month sd=0.12; transition degree scale source=current-month; actual-to-date z=-2.30; mark z=-2.04; transition z=1.24; pattern years=26,,,False,,0
Transco-45,Global_G12,12,regular,Global_G12_S01,1,regular,South Central,SouthCentral - Henry,3,Global_G12,Global_G12_S01,Transco-45,GLOBAL,Autumn,,Transco Zn2 FDt Com,,"Transco, station 45",,Transco-45,63,-0.2666,0.11455237990515717,0.07306683632174546,-0.23999999999999977,0.07412999999999907,-0.5799999999999996,-0.1299999999999999,2026-09-03,-0.16579999999999995,,,0.07412999999999907,-0.23999999999999977,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.16579999999999995,,,,,,,,,,26,,,,,,,Global_G12,4,1,3,ANR-SE-T | Pine Prairie | TETCO-WLA,0.9198431038033545,0.9113168903638984,0.9339775198365003,0.039452221920328996,0.9198431038033545,-0.18799999999999972,,,Global_G12 | Global_G12_S01,4,1,3,ANR-SE-T | Pine Prairie | TETCO-WLA,0.9198431038033545,0.9113168903638984,0.9339775198365003,0.039452221920328996,0.9198431038033545,-0.18799999999999972,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.38825999999999794,-0.09174000000000163,-0.46238999999999697,-0.017610000000002568,-0.5365199999999961,0.05651999999999652,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
CG-Mainline,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G13,Global_G13_S01,CG-Mainline,GLOBAL,Autumn,CG-MAINLINE,Col Gulf Mnline FDt Com,,"Columbia Gulf, mainline",,CG-Mainline,63,-0.3596888888888889,0.10127366805983627,0.05722244015527617,-0.3600000000000003,0.08895600000000073,-0.5900000000000003,-0.20000000000000018,2026-09-03,-0.23539999999999983,-0.2679999999999998,Bid+Ask,0.08895600000000073,-0.3600000000000003,0.09200000000000053,0.9053576378285801,1.0342191645307768,1.0342191645307768,True,balmo_transition,September 4-30,September 3,September,September,-0.23539999999999983,0.08738066448995167,-0.3154182370537527,0.04741823705375292,0.17849635535467123,-0.03259999999999996,-0.05793976291848717,0.025339762918487205,-0.025339762918487205,0.4318904792317326,26,mild weaker than history,mild,0.9279287951694377,0.027307874322253595,0.2577527109754159,current-month,Global_G13,4,0,3,Gulf S. Pool 16 | TETCO-M1 24 | TGT-Mainline,0.8912404221021483,0.8575707995936294,0.9334261240169957,0.051891000000000215,0.8912404221021483,,,,Global_G13 | Global_G13_S01,4,0,3,Gulf S. Pool 16 | TETCO-M1 24 | TGT-Mainline,0.8912404221021483,0.8575707995936294,0.9334261240169957,0.051891000000000215,0.8912404221021483,,,,OwnHistoryOnly,,0,,,,,,,,Higher than own-history expected value,,False,False,0.0,-0.5379120000000017,-0.18208799999999886,-0.6268680000000025,-0.0931319999999981,-0.7158240000000032,-0.004175999999997404,,,,,,,,,,1.0342191645307768,In-family,history=Higher than own-history expected value; pattern=mild weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.32; mark history delta=+0.05; current transition=-0.03; transition mean=-0.06; transition delta=+0.03; transition magnitude delta=-0.03; transition degree=mild; transition degree score=0.93; component current-month sd=0.03; component historical month sd=0.26; transition degree scale source=current-month; actual-to-date z=0.09; mark z=0.18; transition z=0.43; pattern years=26,,,False,,0
Gulf S. Pool 16,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G13,Global_G13_S01,Gulf S. Pool 16,GLOBAL,Autumn,,,ICE Gulf South Pool Area #16 FDt Com,,,Gulf S. Pool 16,63,-0.3484222222222222,0.12344590227516851,0.06787022292753044,-0.3450000000000002,0.08539776000000046,-0.6499999999999999,-0.14830000000000032,2026-09-03,-0.23340000000000005,,,0.08539776000000046,-0.3450000000000002,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.23340000000000005,,,,,,,,,,9,,,,,,,Global_G13,4,1,3,CG-Mainline | TETCO-M1 24 | TGT-Mainline,0.9245487668426663,0.8827243426958199,0.9484095695137845,0.04910338157906247,0.9245487668426663,-0.25299999999999967,,,Global_G13 | Global_G13_S01,4,1,3,CG-Mainline | TETCO-M1 24 | TGT-Mainline,0.9245487668426663,0.8827243426958199,0.9484095695137845,0.04910338157906247,0.9245487668426663,-0.25299999999999967,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5157955200000011,-0.17420447999999927,-0.6011932800000016,-0.08880671999999878,-0.686591040000002,-0.003408959999998351,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TETCO-M1 24,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G13,Global_G13_S01,TETCO-M1 24,GLOBAL,Autumn,,TX Eastern M-1 24-in FDt Com,,,,TETCO-M1 24,63,-0.2660380952380952,0.10691791157550828,0.06044967611283797,-0.2599999999999998,0.08895599999999941,-0.52,-0.10000000000000009,2026-09-03,-0.13039999999999985,,,0.08895599999999941,-0.2599999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.13039999999999985,,,,,,,,,,14,,,,,,,Global_G13,4,1,3,CG-Mainline | Gulf S. Pool 16 | TGT-Mainline,0.9065331664785795,0.8575707995936295,0.9425123883183942,0.04426906999535763,0.9065331664785795,-0.17300000000000007,,,Global_G13 | Global_G13_S01,4,1,3,CG-Mainline | Gulf S. Pool 16 | TGT-Mainline,0.9065331664785795,0.8575707995936295,0.9425123883183942,0.04426906999535763,0.9065331664785795,-0.17300000000000007,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.43791199999999864,-0.08208800000000097,-0.526867999999998,0.006867999999998431,-0.6158239999999975,0.09582399999999786,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGT-Mainline,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G13,Global_G13_S01,TGT-Mainline,GLOBAL,Autumn,,Texas Gas Zn 1 FDt Com,ICE Texas Gas Mainline Pool FDt Com,"Texas Gas, zone 1",,TGT-Mainline,63,-0.2981761904761904,0.10793430306812482,0.05444707551611992,-0.2749999999999999,0.10378199999999976,-0.5799999999999996,-0.16000000000000014,2026-09-03,-0.1650999999999998,,,0.10378199999999976,-0.2749999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.1650999999999998,,,,,,,,,,26,,,,,,,Global_G13,4,1,3,CG-Mainline | Gulf S. Pool 16 | TETCO-M1 24,0.9337840016848317,0.919516311523715,0.9484095695137845,0.04193098178423584,0.9337840016848317,-0.20799999999999974,,,Global_G13 | Global_G13_S01,4,1,3,CG-Mainline | Gulf S. Pool 16 | TETCO-M1 24,0.9337840016848317,0.919516311523715,0.9484095695137845,0.04193098178423584,0.9337840016848317,-0.20799999999999974,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.48256399999999944,-0.06743600000000038,-0.5863459999999991,0.03634599999999938,-0.690127999999999,0.14012799999999914,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
CIG-Mainline,Global_G14,14,regular,Global_G14_S01,1,supergroup,Rockies,Mountain - Rockies,3,Global_G14,Global_G14_S01,CIG-Mainline,GLOBAL,Autumn,CIG,CIG Rocky Mtns FDt Com,ICE CIG Mainline Pool FDt Com,"CIG, Rockies",,CIG-Mainline,63,-0.5658412698412698,0.5551411388789168,0.13422749282757745,-0.38500000000000023,0.08895600000000073,-2.3699999999999997,-0.14500000000000002,2026-09-03,-0.3929999999999998,-0.4457,Bid+Ask+Last,0.08895600000000073,-0.38500000000000023,-0.060699999999999754,0.2164157210252691,-0.6823598183371471,0.6823598183371471,True,balmo_transition,September 4-30,September 3,September,September,-0.3929999999999998,0.1330284208571462,-0.5408285626568091,0.09512856265680913,0.21213426746643974,-0.05270000000000019,-0.09546363337546972,0.042763633375469526,-0.042763633375469526,0.27310872870579556,26,moderate weaker than history,moderate,1.2162050664505277,0.03516153201061266,1.2300650989511355,current-month,Global_G14,4,0,3,Cheyenne | CIG-Mainline South | REX Cheyenne Comp Pool,0.9983434148823725,0.9974165741697648,0.9992255591759486,0.029155421315649244,0.9983434148823725,,,,Global_G14 | Global_G14_S01,2,0,1,Cheyenne,0.9992255591759486,0.9992255591759486,0.9992255591759486,0.029652000000000026,0.9992255591759486,,,,OwnHistoryOnly,,0,,,,,,,,Lower than own-history expected value,,False,False,0.0,-0.5629120000000016,-0.20708799999999877,-0.6518680000000024,-0.11813199999999802,-0.7408240000000031,-0.029175999999997315,,,,,,,,,,0.6823598183371471,In-family,history=Lower than own-history expected value; pattern=moderate weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.54; mark history delta=+0.10; current transition=-0.05; transition mean=-0.10; transition delta=+0.04; transition magnitude delta=-0.04; transition degree=moderate; transition degree score=1.22; component current-month sd=0.04; component historical month sd=1.23; transition degree scale source=current-month; actual-to-date z=0.13; mark z=0.21; transition z=0.27; pattern years=26,,,False,,0
Cheyenne,Global_G14,14,regular,Global_G14_S01,1,supergroup,Rockies,Mountain - Rockies,3,Global_G14,Global_G14_S01,Cheyenne,GLOBAL,Autumn,CIG,Cheyenne Hub FDt Com,,Cheyenne Hub,,Cheyenne,63,-0.5752142857142857,0.5389294100215494,0.13384815944131467,-0.40349999999999975,0.0985929,-2.3449999999999998,-0.18999999999999995,2026-09-03,-0.40349999999999975,,,0.0985929,-0.40349999999999975,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.40349999999999975,,,,,,,,,,26,,,,,,,Global_G14,4,1,3,CIG-Mainline | CIG-Mainline South | REX Cheyenne Comp Pool,0.9985734777607999,0.9970394204379781,0.9994554536684731,0.02830081767085522,0.9985734777607999,-0.4607000000000001,,,Global_G14 | Global_G14_S01,2,1,1,CIG-Mainline,0.9992255591759484,0.9992255591759484,0.9992255591759484,0.029652000000000026,0.9992255591759484,-0.4607000000000001,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.6006857999999997,-0.20631419999999975,-0.6992786999999998,-0.10772129999999974,-0.7978715999999997,-0.009128399999999759,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
CIG-Mainline South,Global_G14,14,regular,Global_G14_S02,2,regular,Rockies,Mountain - Opal,3,Global_G14,Global_G14_S02,CIG-Mainline South,GLOBAL,Autumn,CIG,,ICE CIG - Mainline South (sellers' choice) FDt Com,,CIG-Mainline,CIG-Mainline South,63,-0.6166539682539681,0.5399023964436644,0.13674328309153042,-0.4497,0.13714050000000036,-2.3768,-0.17010000000000014,2026-09-03,-0.48729999999999984,,,0.13714050000000036,-0.4497,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.48729999999999984,,,,,,,,,,12,,,,,,,Global_G14,4,1,3,CIG-Mainline | Cheyenne | REX Cheyenne Comp Pool,0.996911361354511,0.9962780894557903,0.9974165741697647,0.04655061312122985,0.996911361354511,-0.47289999999999965,,,Global_G14 | Global_G14_S02,2,0,1,REX Cheyenne Comp Pool,0.9962780894557903,0.9962780894557903,0.9962780894557903,0.05367012000000001,0.9962780894557903,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.7239810000000007,-0.17541899999999927,-0.8611215000000011,-0.03827849999999888,-0.9982620000000014,0.09886200000000145,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
REX Cheyenne Comp Pool,Global_G14,14,regular,Global_G14_S02,2,regular,Rockies,Mountain - Rockies,3,Global_G14,Global_G14_S02,REX Cheyenne Comp Pool,GLOBAL,Autumn,,,ICE REX Cheyenne Comp Pool FDt Com,,Cheyenne,REX Cheyenne Comp Pool,63,-0.558874603174603,0.550001663624538,0.14568432943142035,-0.3780999999999999,0.09844464000000035,-2.385,-0.17540000000000022,2026-09-03,-0.37909999999999977,,,0.09844464000000035,-0.3780999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.37909999999999977,,,,,,,,,,5,,,,,,,Global_G14,4,1,3,CIG-Mainline | Cheyenne | CIG-Mainline South,0.9980405514752227,0.9962780894557903,0.9994554536684733,0.026907676801887187,0.9980405514752227,-0.4466000000000001,,,Global_G14 | Global_G14_S02,2,0,1,CIG-Mainline South,0.9962780894557903,0.9962780894557903,0.9962780894557903,0.05367012000000001,0.9962780894557903,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5749892800000006,-0.1812107199999992,-0.6734339200000009,-0.08276607999999885,-0.7718785600000013,0.015678560000001507,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z1 100L,Global_G15,15,regular,Global_G15_S01,1,supergroup,South Central,SouthCentral - Perryville,3,Global_G15,Global_G15_S01,TGP-Z1 100L,GLOBAL,Autumn,,Tennessee Zone 1 FDt Com,ICE Tennessee zone 1 100 Leg Pool FDt Com,"Tennessee, zone 1",,TGP-Z1 100L,62,-0.3222580645161291,0.11497211857077129,0.06101027862877412,-0.2999999999999998,0.09636900000000025,-0.5949999999999998,-0.14000000000000012,2026-09-02,-0.2599999999999998,,,0.09636900000000025,-0.2999999999999998,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.2599999999999998,,,,,,,,,,10,,,,,,,Global_G15,3,0,2,TGP-Z1 Sta-87 | Tres Palacios (w/d),0.9630012215731432,0.9266962050421308,0.9993062381041554,0.025191074797432208,0.9630012215731432,,,,Global_G15 | Global_G15_S01,2,0,1,TGP-Z1 Sta-87,0.9993062381041554,0.9993062381041554,0.9993062381041554,0.0021497699999995985,0.9993062381041554,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.49273800000000034,-0.10726199999999933,-0.5891070000000005,-0.010892999999999098,-0.6854760000000009,0.08547600000000116,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z1 Sta-87,Global_G15,15,regular,Global_G15_S01,1,supergroup,South Central,SouthCentral - Perryville,3,Global_G15,Global_G15_S01,TGP-Z1 Sta-87,GLOBAL,Autumn,,,ICE Tennessee zone 1 Station 87 Pool FDt Com,"Tennessee, zone 1",,TGP-Z1 Sta-87,63,-0.3194809523809523,0.11551375683628841,0.06349720755695017,-0.29759999999999964,0.1000755000000005,-0.5970999999999997,-0.1394000000000002,2026-09-03,-0.19450000000000012,,,0.1000755000000005,-0.29759999999999964,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.19450000000000012,,,,,,,,,,9,,,,,,,Global_G15,3,0,2,TGP-Z1 100L | Tres Palacios (w/d),0.9635142032492643,0.9277221683943732,0.9993062381041554,0.02573962532204544,0.9635142032492643,,,,Global_G15 | Global_G15_S01,2,0,1,TGP-Z1 100L,0.9993062381041554,0.9993062381041554,0.9993062381041554,0.0021497699999995985,0.9993062381041554,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.4977510000000006,-0.09744899999999865,-0.5978265000000011,0.0026265000000018635,-0.6979020000000016,0.10270200000000235,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Tres Palacios (w/d),Global_G15,15,regular,Global_G15_S02,2,small_outlier,South Central,SouthCentral - TexCoast,3,Global_G15,Global_G15_S02,Tres Palacios (w/d),GLOBAL,Autumn,,,ICE Tres Palacios Hub - Withdrawal FDt Com,,,Tres Palacios (w/d),63,-0.34181111111111107,0.11468123297703332,0.06801860061104709,-0.33409999999999984,0.10897110000000017,-0.6165999999999996,-0.1817000000000002,2026-09-03,-0.21789999999999976,,,0.10897110000000017,-0.33409999999999984,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.21789999999999976,,,,,,,,,,11,,,,,,,Global_G15,3,0,2,TGP-Z1 100L | TGP-Z1 Sta-87,0.927209186718252,0.9266962050421308,0.9277221683943733,0.05059403259508345,0.927209186718252,,,,Global_G15 | Global_G15_S02,1,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5520422000000001,-0.1161577999999995,-0.6610133000000004,-0.007186699999999324,-0.7699844000000005,0.10178440000000083,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Agua Dulce Hub,Global_G16,16,regular,Global_G16_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G16,Global_G16_S01,Agua Dulce Hub,GLOBAL,Autumn,,Agua Dulce Hub FDt Com,ICE Agua Dulce Hub FDt Com,,HSC-HPL Pool,Agua Dulce Hub,62,-0.4217403225806451,0.11834879189986064,0.0662609616047555,-0.395,0.11119499999999993,-0.6949999999999998,-0.14000000000000012,2026-09-02,-0.3099999999999996,,,0.11119499999999993,-0.395,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.3099999999999996,,,,,,,,,,23,,,,,,,Global_G16,2,0,1,Transco-30,0.9555995341946514,0.9555995341946514,0.9555995341946514,0.02068227000000019,0.9555995341946514,,,,Global_G16 | Global_G16_S01,2,0,1,Transco-30,0.9555995341946514,0.9555995341946514,0.9555995341946514,0.02068227000000019,0.9555995341946514,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.6173899999999999,-0.17261000000000015,-0.7285849999999998,-0.06141500000000022,-0.8397799999999997,0.04977999999999971,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
