Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Group_Outlier_Flag,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Chosen_Group_Level,Chosen_Group_Reliability,Overall_Combined_Score,Outlier_Reasons,History_Window_Start,History_Window_End,Has_Forward_Final_Mark
CG-Mainline,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G13,Global_G13_S01,CG-Mainline,GLOBAL,Autumn,CG-MAINLINE,Col Gulf Mnline FDt Com,,"Columbia Gulf, mainline",,CG-Mainline,63,-0.3596888888888889,0.10127366805983627,0.05722244015527617,-0.3600000000000003,0.08895600000000073,-0.5900000000000003,-0.20000000000000018,2026-09-03,-0.23539999999999983,-0.2679999999999998,In-family,,,False,,OwnHistoryOnly,,1.0342191645307768,history=Higher than own-history expected value; pattern=mild weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.32; mark history delta=+0.05; current transition=-0.03; transition mean=-0.06; transition delta=+0.03; transition magnitude delta=-0.03; transition degree=mild; transition degree score=0.93; component current-month sd=0.03; component historical month sd=0.26; transition degree scale source=current-month; actual-to-date z=0.09; mark z=0.18; transition z=0.43; pattern years=26,2026-07-03,2026-09-03,True
Gulf S. Pool 16,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G13,Global_G13_S01,Gulf S. Pool 16,GLOBAL,Autumn,,,ICE Gulf South Pool Area #16 FDt Com,,,Gulf S. Pool 16,63,-0.3484222222222222,0.12344590227516851,0.06787022292753044,-0.3450000000000002,0.08539776000000046,-0.6499999999999999,-0.14830000000000032,2026-09-03,-0.23340000000000005,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TETCO-M1 24,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G13,Global_G13_S01,TETCO-M1 24,GLOBAL,Autumn,,TX Eastern M-1 24-in FDt Com,,,,TETCO-M1 24,63,-0.2660380952380952,0.10691791157550828,0.06044967611283797,-0.2599999999999998,0.08895599999999941,-0.52,-0.10000000000000009,2026-09-03,-0.13039999999999985,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGT-Mainline,Global_G13,13,regular,Global_G13_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G13,Global_G13_S01,TGT-Mainline,GLOBAL,Autumn,,Texas Gas Zn 1 FDt Com,ICE Texas Gas Mainline Pool FDt Com,"Texas Gas, zone 1",,TGT-Mainline,63,-0.2981761904761904,0.10793430306812482,0.05444707551611992,-0.2749999999999999,0.10378199999999976,-0.5799999999999996,-0.16000000000000014,2026-09-03,-0.1650999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
CIG-Mainline,Global_G14,14,regular,Global_G14_S01,1,supergroup,Rockies,Mountain - Rockies,3,Global_G14,Global_G14_S01,CIG-Mainline,GLOBAL,Autumn,CIG,CIG Rocky Mtns FDt Com,ICE CIG Mainline Pool FDt Com,"CIG, Rockies",,CIG-Mainline,63,-0.5658412698412698,0.5551411388789168,0.13422749282757745,-0.38500000000000023,0.08895600000000073,-2.3699999999999997,-0.14500000000000002,2026-09-03,-0.3929999999999998,-0.4457,In-family,,,False,,OwnHistoryOnly,,0.6823598183371471,history=Lower than own-history expected value; pattern=moderate weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.54; mark history delta=+0.10; current transition=-0.05; transition mean=-0.10; transition delta=+0.04; transition magnitude delta=-0.04; transition degree=moderate; transition degree score=1.22; component current-month sd=0.04; component historical month sd=1.23; transition degree scale source=current-month; actual-to-date z=0.13; mark z=0.21; transition z=0.27; pattern years=26,2026-07-03,2026-09-03,True
Cheyenne,Global_G14,14,regular,Global_G14_S01,1,supergroup,Rockies,Mountain - Rockies,3,Global_G14,Global_G14_S01,Cheyenne,GLOBAL,Autumn,CIG,Cheyenne Hub FDt Com,,Cheyenne Hub,,Cheyenne,63,-0.5752142857142857,0.5389294100215494,0.13384815944131467,-0.40349999999999975,0.0985929,-2.3449999999999998,-0.18999999999999995,2026-09-03,-0.40349999999999975,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
CIG-Mainline South,Global_G14,14,regular,Global_G14_S02,2,regular,Rockies,Mountain - Opal,3,Global_G14,Global_G14_S02,CIG-Mainline South,GLOBAL,Autumn,CIG,,ICE CIG - Mainline South (sellers' choice) FDt Com,,CIG-Mainline,CIG-Mainline South,63,-0.6166539682539681,0.5399023964436644,0.13674328309153042,-0.4497,0.13714050000000036,-2.3768,-0.17010000000000014,2026-09-03,-0.48729999999999984,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
REX Cheyenne Comp Pool,Global_G14,14,regular,Global_G14_S02,2,regular,Rockies,Mountain - Rockies,3,Global_G14,Global_G14_S02,REX Cheyenne Comp Pool,GLOBAL,Autumn,,,ICE REX Cheyenne Comp Pool FDt Com,,Cheyenne,REX Cheyenne Comp Pool,63,-0.558874603174603,0.550001663624538,0.14568432943142035,-0.3780999999999999,0.09844464000000035,-2.385,-0.17540000000000022,2026-09-03,-0.37909999999999977,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-Z1 100L,Global_G15,15,regular,Global_G15_S01,1,supergroup,South Central,SouthCentral - Perryville,3,Global_G15,Global_G15_S01,TGP-Z1 100L,GLOBAL,Autumn,,Tennessee Zone 1 FDt Com,ICE Tennessee zone 1 100 Leg Pool FDt Com,"Tennessee, zone 1",,TGP-Z1 100L,62,-0.3222580645161291,0.11497211857077129,0.06101027862877412,-0.2999999999999998,0.09636900000000025,-0.5949999999999998,-0.14000000000000012,2026-09-02,-0.2599999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-Z1 Sta-87,Global_G15,15,regular,Global_G15_S01,1,supergroup,South Central,SouthCentral - Perryville,3,Global_G15,Global_G15_S01,TGP-Z1 Sta-87,GLOBAL,Autumn,,,ICE Tennessee zone 1 Station 87 Pool FDt Com,"Tennessee, zone 1",,TGP-Z1 Sta-87,63,-0.3194809523809523,0.11551375683628841,0.06349720755695017,-0.29759999999999964,0.1000755000000005,-0.5970999999999997,-0.1394000000000002,2026-09-03,-0.19450000000000012,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Tres Palacios (w/d),Global_G15,15,regular,Global_G15_S02,2,small_outlier,South Central,SouthCentral - TexCoast,3,Global_G15,Global_G15_S02,Tres Palacios (w/d),GLOBAL,Autumn,,,ICE Tres Palacios Hub - Withdrawal FDt Com,,,Tres Palacios (w/d),63,-0.34181111111111107,0.11468123297703332,0.06801860061104709,-0.33409999999999984,0.10897110000000017,-0.6165999999999996,-0.1817000000000002,2026-09-03,-0.21789999999999976,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Agua Dulce Hub,Global_G16,16,regular,Global_G16_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G16,Global_G16_S01,Agua Dulce Hub,GLOBAL,Autumn,,Agua Dulce Hub FDt Com,ICE Agua Dulce Hub FDt Com,,HSC-HPL Pool,Agua Dulce Hub,62,-0.4217403225806451,0.11834879189986064,0.0662609616047555,-0.395,0.11119499999999993,-0.6949999999999998,-0.14000000000000012,2026-09-02,-0.3099999999999996,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-30,Global_G16,16,regular,Global_G16_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G16,Global_G16_S01,Transco-30,GLOBAL,Autumn,TRANSCO-30,Transco Zn1 FDt Com,,"Transco, zone 1",,Transco-30,63,-0.4117539682539683,0.11975387639412058,0.06546489011410647,-0.3799999999999999,0.11119500000000025,-0.69,-0.18000000000000016,2026-09-03,-0.24549999999999983,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Atmos Zone 3,Global_G17,17,regular,Global_G17_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G17,Global_G17_S01,Atmos Zone 3,GLOBAL,Autumn,Waha,,ICE Atmos zone 3 receipts FDt Com,,NGPL-TXOK East,Atmos Zone 3,63,-0.4364714285714286,0.15193722858000086,0.0799594995313837,-0.40329999999999977,0.12157320000000044,-0.7800000000000002,-0.23639999999999972,2026-09-03,-0.23639999999999972,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Nortex-Tolar Hub,Global_G17,17,regular,Global_G17_S01,1,regular,South Central,SouthCentral - TexCoast,3,Global_G17,Global_G17_S01,Nortex-Tolar Hub,GLOBAL,Autumn,,,ICE NorTex Tolar Hub FDt Com,,NGPL-TXOK East,Nortex-Tolar Hub,63,-0.3953333333333332,0.14065499314554805,0.06911065631268729,-0.36850000000000005,0.1085263199999999,-0.7799999999999998,-0.2014999999999998,2026-09-03,-0.2014999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
CG-Onshore,Global_G18,18,regular,Global_G18_S01,1,regular,South Central,SouthCentral - Henry,3,Global_G18,Global_G18_S01,CG-Onshore,GLOBAL,Autumn,CG-ONSHORE,Col Gulf LA FDt Com,,"Columbia Gulf, La",,CG-Onshore,63,-0.25956349206349205,0.10228196684874374,0.0658181461149707,-0.26000000000000023,0.09636900000000058,-0.5250000000000004,-0.10499999999999998,2026-09-03,-0.15749999999999975,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-800L,Global_G18,18,regular,Global_G18_S01,1,regular,South Central,SouthCentral - Henry,3,Global_G18,Global_G18_S01,TGP-800L,GLOBAL,Autumn,TGP-800L,Tenn LA 800 Leg FDt Com,,"Tennessee, Louisiana, 800 Leg",,TGP-800L,63,-0.3092571428571428,0.10201545378549218,0.06569281074360443,-0.2849999999999997,0.10378199999999976,-0.5599999999999996,-0.16000000000000014,2026-09-03,-0.1831999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
OGT,Global_G19,19,regular,Global_G19_S01,1,regular,South Central,SouthCentral - Midcon,3,Global_G19,Global_G19_S01,OGT,GLOBAL,Autumn,,,,,,OGT,63,-0.4397317460317459,0.1443591319450711,0.08320481036578563,-0.4502999999999999,0.08376689999999966,-0.8186999999999998,-0.24109999999999987,2026-09-03,-0.38439999999999985,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
ONEOK Westex,Global_G19,19,regular,Global_G19_S01,1,regular,South Central,SouthCentral - WesTex,3,Global_G19,Global_G19_S01,ONEOK Westex,GLOBAL,Autumn,ONEOK WESTEX,Oneok OK FDt Com,ICE ONEOK Westex Pool FDt Com,"Oneok, Okla.",Waha,ONEOK Westex,63,-0.45167460317460306,0.14426502154497545,0.08874680597703999,-0.44999999999999973,0.08154300000000089,-0.8199999999999998,-0.2400000000000002,2026-09-03,-0.7704999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TETCO-ELA,Global_G20,20,regular,Global_G20_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G20,Global_G20_S01,TETCO-ELA,GLOBAL,Autumn,TETCO-ELA,TX Eastern E LA FDt Com,,"Texas Eastern, ELA",,TETCO-ELA,63,-0.2750984126984127,0.10729247259178616,0.05286857436581105,-0.2650000000000001,0.08895600000000008,-0.5699999999999998,-0.13500000000000023,2026-09-03,-0.1711999999999998,-0.1755,In-family,,,False,,OwnHistoryOnly,,1.0061153828859215,history=Higher than own-history expected value; pattern=very strong weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.22; mark history delta=+0.04; current transition=-0.00; transition mean=-0.06; transition delta=+0.06; transition magnitude delta=-0.06; transition degree=very strong; transition degree score=4.93; component current-month sd=0.01; component historical month sd=0.18; transition degree scale source=current-month; actual-to-date z=-0.07; mark z=0.23; transition z=0.55; pattern years=26,2026-07-03,2026-09-03,True
TETCO-M1 30,Global_G20,20,regular,Global_G20_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G20,Global_G20_S01,TETCO-M1 30,GLOBAL,Autumn,,TX Eastern M-1 30-in (Kosi) FDt Com,,"Texas Eastern, M-1 30-in",,TETCO-M1 30,63,-0.2339666666666666,0.11130608336271824,0.06491577468343011,-0.20999999999999996,0.08895600000000008,-0.5299999999999998,-0.08000000000000007,2026-09-03,-0.16989999999999972,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z5,Global_G21,21,regular,Global_G21_S01,1,regular,Northeast,Northeast - Demand,3,Global_G21,Global_G21_S01,Transco-Z5,GLOBAL,Autumn,TRANSCO-Z5,Transco Zn5 Dlv FDt Com,,"Transco, zone 5 del",,Transco-Z5,62,0.6166935483870968,0.5592243922982088,0.49276643232935535,0.565,0.3224655,-0.10000000000000009,3.595,2026-09-02,2.035,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z5 South,Global_G21,21,regular,Global_G21_S01,1,regular,Northeast,Northeast - Demand,3,Global_G21,Global_G21_S01,Transco-Z5 South,GLOBAL,Autumn,,Transco Zone 5 South FDt Com,,"Transco, zone 5 del. South",,Transco-Z5 South,63,1.1677174603174605,0.7117580937685632,0.6119993477960599,0.9099999999999997,0.29652000000000023,0.6149999999999998,4.525,2026-09-03,2.5362,1.9169999999999998,Outlier,Outlier,O,True,Transco-Z5 South [Outlier],OwnHistoryOnly,,3.3960609739646546,history=moderately above own-history expected value; own z=3.40; pattern=slight stronger than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=+0.23; mark history delta=+1.68; current transition=-0.62; transition mean=-0.04; transition delta=-0.58; transition magnitude delta=+0.58; transition degree=slight; transition degree score=0.49; component current-month sd=1.18; component historical month sd=0.22; transition degree scale source=current-month; actual-to-date z=18.24; mark z=12.63; transition z=-6.49; pattern years=10,2026-07-03,2026-09-03,True
EGT-Flex,Global_OUTLIER,999,outlier,Global_OUTLIER_S01,1,outlier,South Central,SouthCentral - Midcon,3,Global_OUTLIER,Global_OUTLIER_S01,EGT-Flex,GLOBAL,Autumn,Enable Gas,,ICE Enable Gas Flex Pool only FDt Com,,Enable East Pool,EGT-Flex,59,-0.3192288135593221,0.13195001019305527,0.07475279212463919,-0.30749999999999966,0.09977897999999921,-0.6587999999999998,-0.1232000000000002,2026-09-02,-0.24499999999999966,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
GTN-Kingsgate,Global_OUTLIER,999,outlier,Global_OUTLIER_S02,2,outlier,Rockies,West - California,3,Global_OUTLIER,Global_OUTLIER_S02,GTN-Kingsgate,GLOBAL,Autumn,,GTNW Kingsgate FDt Com,,,,GTN-Kingsgate,63,-1.5312031746031751,0.4810996550136733,0.22651302200540743,-1.5750000000000002,0.2446289999999997,-2.29,-0.2649999999999997,2026-09-03,-1.7757999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
GTN-Stanfield,Global_OUTLIER,999,outlier,Global_OUTLIER_S03,3,outlier,West,West - California,3,Global_OUTLIER,Global_OUTLIER_S03,GTN-Stanfield,GLOBAL,Autumn,,Stanfield OR FDt Com,,,,GTN-Stanfield,63,-0.37904444444444424,0.6897316976673068,0.1682391734144556,-0.19499999999999984,0.2517454799999999,-2.2849999999999997,0.665,2026-09-03,-0.3647999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Moss Bluff Inter,Global_OUTLIER,999,outlier,Global_OUTLIER_S04,4,outlier,South Central,Unassigned,3,Global_OUTLIER,Global_OUTLIER_S04,Moss Bluff Inter,GLOBAL,Autumn,,,ICE Moss Bluff Interconnect (buyers' choice dlvd) FDt Com,,,Moss Bluff Inter,63,-0.2727873015873016,0.10802489631212928,0.052931190203424835,-0.26519999999999966,0.06938568000000025,-0.5747999999999998,-0.1200000000000001,2026-09-03,-0.2237,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NWP-Sumas,Global_OUTLIER,999,outlier,Global_OUTLIER_S05,5,outlier,West,West - California,3,Global_OUTLIER,Global_OUTLIER_S05,NWP-Sumas,GLOBAL,Autumn,NWP-SUMAS,NW Can Bd Sumas FDt Com,,"Northwest, Canadian border (Sumas",,NWP-Sumas,62,-0.4318548387096775,0.7201583579671721,0.2453745325052822,-0.21999999999999997,0.24092250000000012,-2.315,0.585,2026-09-02,-1.94,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
PG&E-Citygate,Global_OUTLIER,999,outlier,Global_OUTLIER_S06,6,outlier,West,West - California,3,Global_OUTLIER,Global_OUTLIER_S06,PG&E-Citygate,GLOBAL,Autumn,PG&E-CITYGATE,PG&E CG FDt Com,,PG&E city-gate,,PG&E-Citygate,63,0.10093650793650792,0.7801104734218401,0.17038386452455692,0.3599999999999999,0.3484109999999998,-2.03,1.085,2026-09-03,0.5289999999999999,0.7425000000000002,In-family,,,False,,OwnHistoryOnly,,1.097841342552332,history=Higher than own-history expected value; pattern=very stronger than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=+0.78; mark history delta=-0.03; current transition=+0.21; transition mean=+0.02; transition delta=+0.20; transition magnitude delta=+0.20; transition degree=very strong; transition degree score=4.84; component current-month sd=0.04; component historical month sd=0.76; transition degree scale source=current-month; actual-to-date z=-0.55; mark z=-0.07; transition z=0.56; pattern years=26,2026-07-03,2026-09-03,True
PNGTS,Global_OUTLIER,999,outlier,Global_OUTLIER_S07,7,outlier,Northeast,Northeast - Demand Rest,3,Global_OUTLIER,Global_OUTLIER_S07,PNGTS,GLOBAL,Autumn,,PNGTS delivered FDt Com,ICE PNGTS FDt Com,,,PNGTS,62,0.28653225806451615,0.4788567230784596,0.318450440508581,0.16249999999999987,0.2816939999999999,-0.3849999999999998,1.645,2026-09-02,0.3650000000000002,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TETCO-ETX,Global_OUTLIER,999,outlier,Global_OUTLIER_S08,8,outlier,South Central,SouthCentral - TexCoast,3,Global_OUTLIER,Global_OUTLIER_S08,TETCO-ETX,GLOBAL,Autumn,,TX Eastern E TX FDt Com,,"Texas Eastern, ETX",,TETCO-ETX,63,-0.3517587301587302,0.12720987057832833,0.060706069504370734,-0.33499999999999996,0.07412999999999974,-0.625,-0.16500000000000004,2026-09-03,-0.2258,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
