Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,Component,REGION,PriceRegionLabel,Group_Outlier_Flag,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis
Global_G06,6,regular,Global_G06_S01,1,supergroup,TGP-Z6 200L South,Northeast,Northeast - Demand Rest,No forward mark,63,-0.49439999999999995,0.4642552509821683,0.27274248097926457,-0.5300000000000002,0.42254100000000017,-1.1472,0.7949999999999999,2026-09-04,-1.1472
Global_G06,6,regular,Global_G06_S01,1,supergroup,TGP-Z6 300L,Northeast,Northeast - Demand Rest,No forward mark,62,-0.40048387096774185,0.46557272122836313,0.2804549387648497,-0.52,0.35582399999999964,-0.9949999999999999,0.81,2026-09-03,-0.9049999999999998
Global_G06,6,regular,Global_G06_S02,2,regular,Iroquois (into),Northeast,Northeast - Demand,No forward mark,63,-0.18770158730158729,0.13379451202890474,0.10593514778746968,-0.21999999999999975,0.09636899999999991,-0.5199999999999996,0.18999999999999995,2026-09-04,-0.11019999999999985
Global_G06,6,regular,Global_G06_S02,2,regular,Iroquois-Z2,Northeast,Northeast - Demand Rest,No forward mark,63,0.1361126984126984,0.9016488481221614,0.606951983576568,-0.1349999999999998,0.16308599999999915,-0.4849999999999999,3.94,2026-09-04,-0.07489999999999997
Global_G07,7,regular,Global_G07_S01,1,regular,NGPL-STX,South Central,SouthCentral - TexCoast,No forward mark,63,-0.4146079365079365,0.11101819133350911,0.05882268502372465,-0.3999999999999999,0.1186080000000001,-0.6799999999999997,-0.21499999999999986,2026-09-04,-0.31030000000000024
Global_G07,7,regular,Global_G07_S01,1,regular,TETCO-STX,South Central,SouthCentral - TexCoast,No forward mark,63,-0.3982253968253967,0.11578754455307495,0.06386709006225011,-0.3849999999999998,0.11119500000000025,-0.6749999999999998,-0.2150000000000003,2026-09-04,-0.2831999999999999
Global_G07,7,regular,Global_G07_S01,1,regular,TGP-Z0 Border Pool,South Central,SouthCentral - TexCoast,No forward mark,62,-0.4232258064516129,0.10981391403894175,0.056959625236686934,-0.4049999999999998,0.08154299999999991,-0.69,-0.21499999999999986,2026-09-03,-0.2649999999999997
Global_G07,7,regular,Global_G07_S01,1,regular,TGP-Z0 North,South Central,SouthCentral - Mexico,No forward mark,63,-0.3789333333333332,0.11851804953050873,0.05965056027916414,-0.3706999999999998,0.0982963800000007,-0.6607999999999996,-0.1856,2026-09-04,-0.2827000000000002
Global_G07,7,regular,Global_G07_S01,1,regular,TGP-Z0 South,South Central,SouthCentral - TexCoast,No forward mark,63,-0.41806190476190475,0.11639536964043161,0.062276333514612654,-0.4056000000000002,0.10882283999999987,-0.6906999999999996,-0.21350000000000025,2026-09-04,-0.31020000000000003
Global_G07,7,regular,Global_G07_S01,1,regular,Tres Palacios (inj),South Central,SouthCentral - TexCoast,No forward mark,54,-0.4175981481481482,0.11677419831766073,0.07287189497277448,-0.4025000000000001,0.10941588000000012,-0.69,-0.2450000000000001,2026-09-04,-0.30840000000000023
Global_G08,8,regular,Global_G08_S01,1,regular,ANR-SW,South Central,SouthCentral - Midcon,In-family,63,-0.37546507936507934,0.1285370451919879,0.07520719465917758,-0.355,0.08154300000000023,-0.7199999999999998,-0.18000000000000016,2026-09-04,-0.3292999999999999
Global_G08,8,regular,Global_G08_S01,1,regular,Enable West Pool ,South Central,SouthCentral - Midcon,No forward mark,62,-0.346433870967742,0.12481029925916932,0.0747689651727605,-0.3268,0.08732513999999993,-0.6682999999999999,-0.14329999999999998,2026-09-04,-0.2997000000000001
Global_G08,8,regular,Global_G08_S01,1,regular,NGPL-Midcont Pool,South Central,SouthCentral - Midcon,In-family,63,-0.3693809523809524,0.12591964008989487,0.0708704585365314,-0.3500000000000001,0.08895600000000008,-0.71,-0.17000000000000037,2026-09-04,-0.33599999999999985
Global_G08,8,regular,Global_G08_S01,1,regular,Panhandle,South Central,SouthCentral - Midcon,In-family,63,-0.4234587301587302,0.12746168005417333,0.06897487837735425,-0.43000000000000016,0.13343399999999978,-0.7449999999999997,-0.18999999999999995,2026-09-04,-0.3629000000000002
Global_G08,8,regular,Global_G08_S01,1,regular,Southern Star,South Central,SouthCentral - Midcon,In-family,63,-0.37773333333333337,0.1381116986005261,0.061716882798971605,-0.34499999999999975,0.08154299999999957,-0.7799999999999998,-0.1299999999999999,2026-09-04,-0.36719999999999997
Global_G09,9,regular,Global_G09_S01,1,regular,ENT-STX Map,South Central,SouthCentral - Mexico,No forward mark,63,-0.4194476190476192,0.10772617595633438,0.05317792550460227,-0.4198999999999997,0.09562769999999966,-0.6717999999999997,-0.18310000000000004,2026-09-04,-0.2622
