Component,Parent_Group_Label,Subgroup_Label,Final Mark,Own_History_Expected_Value,Own_History_Delta,Own_History_Direction,Hist_Median,Hist_Effective_Scale,Hist_Robust_SD,Forward_Robust_Z,Forward_Abs_Z,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Level,Chosen_Group_Selected_Peer_Count,Chosen_Group_Reliability,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Chosen_Group_Peer_Score_v2,Chosen_Group_Peer_Direction,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,Rule_Hits,Outlier_Reasons
White River Hub,Global_G02,Global_G02_S03,,-0.395,,,-0.395,0.2594550000000004,0.2594550000000004,,,-0.9139100000000008,0.12391000000000074,-1.173365000000001,0.38336500000000107,-1.4328200000000015,0.6428200000000015,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,15,,No forward mark available.,No forward mark
KRGT-Del Pool,Global_G02,Global_G02_S04,,-0.06499999999999995,,,-0.06499999999999995,0.5930399999999998,0.5930399999999998,,,-1.2510799999999995,1.1210799999999996,-1.8441199999999993,1.7141199999999994,-2.437159999999999,2.307159999999999,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,20,,No forward mark available.,No forward mark
PG&E-Topock,Global_G02,Global_G02_S04,,-0.2519,,,-0.2519,0.47265287999999994,0.47265287999999994,,,-1.19720576,0.6934057599999999,-1.6698586399999997,1.1660586399999997,-2.14251152,1.6387115199999998,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Eastern Gas-North,Global_G03,Global_G03_S01,,-0.7949999999999999,,,-0.7949999999999999,0.16308599999999981,0.16308599999999981,,,-1.1211719999999996,-0.4688280000000003,-1.2842579999999995,-0.3057420000000005,-1.4473439999999993,-0.14265600000000067,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,23,,No forward mark available.,No forward mark
Leidy-Transco,Global_G03,Global_G03_S01,,-0.7224999999999999,,,-0.7224999999999999,0.21127049999999978,0.21127049999999978,,,-1.1450409999999995,-0.29995900000000036,-1.3563114999999992,-0.08868850000000061,-1.567581999999999,0.12258199999999919,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,13,,No forward mark available.,No forward mark
Millennium East Pool,Global_G03,Global_G03_S01,,-0.7749999999999999,,,-0.7749999999999999,0.19644450000000008,0.19644450000000008,,,-1.1678890000000002,-0.38211099999999976,-1.3643335,-0.18566649999999973,-1.5607780000000002,0.010778000000000398,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,13,,No forward mark available.,No forward mark
Rover (receipt),Global_G03,Global_G03_S01,,-0.7254499999999999,,,-0.7254499999999999,0.1829528400000001,0.1829528400000001,,,-1.0913556800000002,-0.35954431999999975,-1.2743085200000002,-0.1765914799999997,-1.4572613600000004,0.006361360000000427,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,6,,No forward mark available.,No forward mark
TCO,Global_G03,Global_G03_S01,,-0.6749999999999998,,,-0.6749999999999998,0.1445535000000002,0.1445535000000002,,,-0.9641070000000003,-0.38589299999999943,-1.1086605000000005,-0.24133949999999926,-1.2532140000000007,-0.09678599999999904,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TGP-Z4 Sta-219,Global_G03,Global_G03_S01,,-0.6749999999999998,,,-0.6749999999999998,0.1445535000000002,0.1445535000000002,,,-0.9641070000000003,-0.38589299999999943,-1.1086605000000005,-0.24133949999999926,-1.2532140000000007,-0.09678599999999904,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,13,,No forward mark available.,No forward mark
TGP-Z4 Sta-313,Global_G03,Global_G03_S01,,-0.7049999999999996,,,-0.7049999999999996,0.14084699999999897,0.14084699999999897,,,-0.9866939999999975,-0.4233060000000017,-1.1275409999999966,-0.2824590000000027,-1.2683879999999954,-0.14161200000000373,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
TGP-Z4 300L,Global_G03,Global_G03_S02,,-0.8599999999999999,,,-0.8599999999999999,0.17049899999999965,0.17049899999999965,,,-1.2009979999999991,-0.5190020000000006,-1.3714969999999989,-0.3485030000000009,-1.5419959999999984,-0.17800400000000127,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,19,,No forward mark available.,No forward mark
TGP-Z4 Marcellus,Global_G03,Global_G03_S02,,-0.8599999999999999,,,-0.8599999999999999,0.17791199999999982,0.17791199999999982,,,-1.2158239999999996,-0.5041760000000002,-1.3937359999999992,-0.32626400000000044,-1.5716479999999993,-0.1483520000000006,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,19,,No forward mark available.,No forward mark
TETCO-M2 (receipt),Global_G03,Global_G03_S03,,-0.77,,,-0.77,0.15567299999999998,0.15567299999999998,,,-1.081346,-0.45865400000000006,-1.237019,-0.30298100000000006,-1.3926919999999998,-0.1473080000000001,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,13,,No forward mark available.,No forward mark
Agua Dulce Hub,Global_G04,Global_G04_S01,,-0.43594999999999984,,,-0.43594999999999984,0.13202553000000075,0.13202553000000075,,,-0.7000010600000013,-0.17189893999999833,-0.8320265900000021,-0.039873409999997556,-0.9640521200000028,0.09215212000000317,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,24,,No forward mark available.,No forward mark
TETCO-STX,Global_G04,Global_G04_S01,,-0.41000000000000014,,,-0.41000000000000014,0.14084699999999994,0.14084699999999994,,,-0.691694,-0.12830600000000025,-0.832541,0.012540999999999691,-0.9733879999999999,0.15338799999999964,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Transco-30,Global_G04,Global_G04_S01,,-0.43999999999999995,,,-0.43999999999999995,0.11490149999999985,0.11490149999999985,,,-0.6698029999999997,-0.21019700000000024,-0.7847044999999995,-0.09529550000000042,-0.8996059999999994,0.019605999999999457,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Tres Palacios (inj),Global_G04,Global_G04_S01,,-0.4564999999999999,,,-0.4564999999999999,0.11341890000000002,0.11341890000000002,,,-0.6833377999999999,-0.22966219999999987,-0.7967567,-0.11624329999999983,-0.9101756,-0.002824399999999838,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,10,,No forward mark available.,No forward mark
NGPL-STX,Global_G04,Global_G04_S02,,-0.44499999999999984,,,-0.44499999999999984,0.11490149999999985,0.11490149999999985,,,-0.6748029999999996,-0.21519700000000014,-0.7897044999999994,-0.10029550000000031,-0.9046059999999992,0.014605999999999564,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TGP-Z0 Border Pool,Global_G04,Global_G04_S02,,-0.44999999999999973,,,-0.44999999999999973,0.11119500000000092,0.11119500000000092,,,-0.6723900000000016,-0.2276099999999979,-0.7835850000000024,-0.116414999999997,-0.8947800000000035,-0.005219999999996061,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TGP-Z0 South,Global_G04,Global_G04_S02,,-0.4595999999999998,,,-0.4595999999999998,0.10044615000000029,0.10044615000000029,,,-0.6604923000000004,-0.2587076999999992,-0.7609384500000007,-0.15826154999999892,-0.8613846000000009,-0.05781539999999863,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
ENT-STX Map,Global_G04,Global_G04_S03,,-0.4429999999999996,,,-0.4429999999999996,0.0975550800000011,0.0975550800000011,,,-0.6381101600000019,-0.24788983999999742,-0.7356652400000029,-0.15033475999999635,-0.833220320000004,-0.05277967999999522,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,7,,No forward mark available.,No forward mark
TGP-Z0 North,Global_G04,Global_G04_S03,,-0.42349999999999977,,,-0.42349999999999977,0.10689545999999975,0.10689545999999975,,,-0.6372909199999992,-0.20970908000000027,-0.744186379999999,-0.1028136200000005,-0.8510818399999988,0.004081839999999226,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,11,,No forward mark available.,No forward mark
CG-Mainline,Global_G05,Global_G05_S01,,-0.3899999999999997,,,-0.3899999999999997,0.08524949999999949,0.08524949999999949,,,-0.5604989999999986,-0.2195010000000007,-0.6457484999999982,-0.1342515000000012,-0.7309979999999976,-0.04900200000000171,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Carthage,Global_G05,Global_G05_S01,,-0.3599999999999999,,,-0.3599999999999999,0.13343400000000044,0.13343400000000044,,,-0.6268680000000008,-0.093131999999999,-0.7603020000000011,0.04030200000000145,-0.8937360000000016,0.1737360000000019,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Gulf S. Pool 16,Global_G05,Global_G05_S01,,-0.3639999999999999,,,-0.3639999999999999,0.15315257999999993,0.15315257999999993,,,-0.6703051599999997,-0.057694840000000025,-0.8234577399999996,0.0954577399999999,-0.9766103199999996,0.24861031999999983,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,10,,No forward mark available.,No forward mark
TGP-800L,Global_G05,Global_G05_S01,,-0.33999999999999986,,,-0.33999999999999986,0.12602099999999994,0.12602099999999994,,,-0.5920419999999997,-0.08795799999999998,-0.7180629999999997,0.03806299999999996,-0.8440839999999996,0.1640839999999999,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TGT-Mainline,Global_G05,Global_G05_S01,,-0.31499999999999995,,,-0.31499999999999995,0.12231449999999969,0.12231449999999969,,,-0.5596289999999993,-0.07037100000000057,-0.681943499999999,0.05194349999999914,-0.8042579999999987,0.1742579999999988,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TETCO-ELA,Global_G05,Global_G05_S02,,-0.2749999999999999,,,-0.2749999999999999,0.10378200000000042,0.10378200000000042,,,-0.48256400000000077,-0.06743599999999908,-0.5863460000000011,0.03634600000000132,-0.6901280000000016,0.14012800000000175,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TETCO-M1 24,Global_G05,Global_G05_S02,,-0.2974999999999999,,,-0.2974999999999999,0.11490150000000018,0.11490150000000018,,,-0.5273030000000003,-0.06769699999999951,-0.6422045000000004,0.04720450000000065,-0.7571060000000006,0.16210600000000086,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,19,,No forward mark available.,No forward mark
TETCO-M1 30,Global_G05,Global_G05_S02,,-0.23500000000000032,,,-0.23500000000000032,0.11097260999999946,0.11097260999999946,,,-0.45694521999999926,-0.013054780000001404,-0.5679178299999987,0.09791782999999804,-0.6788904399999982,0.2088904399999975,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,25,,No forward mark available.,No forward mark
Iroquois (into),Global_G06,Global_G06_S01,,-0.21999999999999975,,,-0.21999999999999975,0.15567299999999998,0.15567299999999998,,,-0.5313459999999997,0.0913460000000002,-0.6870189999999997,0.2470190000000002,-0.8426919999999997,0.40269200000000016,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Iroquois-Z2,Global_G06,Global_G06_S01,,-0.125,,,-0.125,0.2631615000000003,0.2631615000000003,,,-0.6513230000000007,0.40132300000000065,-0.914484500000001,0.664484500000001,-1.1776460000000013,0.9276460000000013,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
PNGTS,Global_G06,Global_G06_S01,,0.1349999999999998,,,0.1349999999999998,0.42254099999999956,0.42254099999999956,,,-0.7100819999999993,0.9800819999999989,-1.1326229999999988,1.4026229999999984,-1.5551639999999984,1.825163999999998,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
TGP-Z6 200L North,Global_G06,Global_G06_S01,,-0.3650000000000002,,,-0.3650000000000002,0.3558239999999993,0.3558239999999993,,,-1.0766479999999987,0.3466479999999984,-1.4324719999999982,0.7024719999999978,-1.7882959999999974,1.058295999999997,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,7,,No forward mark available.,No forward mark
AGT-CG (non-G),Global_G06,Global_G06_S02,,-0.46750000000000025,,,-0.46750000000000025,0.4818449999999999,0.4818449999999999,,,-1.43119,0.4961899999999996,-1.913035,0.9780349999999995,-2.3948799999999997,1.4598799999999994,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TGP-Z6 200L South,Global_G06,Global_G06_S02,,-0.5025,,,-0.5025,0.38176949999999976,0.38176949999999976,,,-1.2660389999999995,0.2610389999999996,-1.6478084999999991,0.6428084999999992,-2.029577999999999,1.024577999999999,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,7,,No forward mark available.,No forward mark
TGP-Z6 300L,Global_G06,Global_G06_S02,,-0.40500000000000025,,,-0.40500000000000025,0.385475999999999,0.385475999999999,,,-1.1759519999999983,0.3659519999999977,-1.5614279999999972,0.7514279999999967,-1.9469039999999962,1.1369039999999957,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
ANR-SW,Global_G07,Global_G07_S01,,-0.39749999999999996,,,-0.39749999999999996,0.1593794999999999,0.1593794999999999,,,-0.7162589999999998,-0.07874100000000017,-0.8756384999999997,0.08063849999999972,-1.0350179999999995,0.24001799999999962,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Enable West Pool ,Global_G07,Global_G07_S01,,-0.33309999999999995,,,-0.33309999999999995,0.12616926000000026,0.12616926000000026,,,-0.5854385200000005,-0.08076147999999944,-0.7116077800000007,0.045407780000000786,-0.837777040000001,0.17157704000000107,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
NGPL-Midcont Pool,Global_G07,Global_G07_S01,,-0.3900000000000001,,,-0.3900000000000001,0.1593794999999999,0.1593794999999999,,,-0.7087589999999999,-0.07124100000000033,-0.8681384999999998,0.08813849999999956,-1.0275179999999997,0.24751799999999946,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Southern Star,Global_G07,Global_G07_S01,,-0.355,,,-0.355,0.14826000000000011,0.14826000000000011,,,-0.6515200000000002,-0.058479999999999754,-0.7997800000000004,0.08978000000000036,-0.9480400000000004,0.23804000000000047,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
OGT,Global_G07,Global_G07_S02,,-0.45899999999999963,,,-0.45899999999999963,0.20118881999999988,0.20118881999999988,,,-0.8613776399999994,-0.05662235999999987,-1.0625664599999993,0.14456646000000006,-1.2637552799999991,0.3457552799999999,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
ONEOK Westex,Global_G07,Global_G07_S02,,-0.4624999999999999,,,-0.4624999999999999,0.20385750000000025,0.20385750000000025,,,-0.8702150000000004,-0.05478499999999942,-1.0740725000000007,0.14907250000000083,-1.277930000000001,0.3529300000000011,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Transco-Z6 (non-NY north),Global_G08,Global_G08_S01,,-0.71,,,-0.71,0.19273799999999983,0.19273799999999983,,,-1.0954759999999997,-0.3245240000000003,-1.2882139999999995,-0.1317860000000005,-1.4809519999999994,0.06095199999999934,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,11,,No forward mark available.,No forward mark
Transco-Z6 (non-NY south),Global_G08,Global_G08_S01,,-0.71,,,-0.71,0.185325,0.185325,,,-1.0806499999999999,-0.33935,-1.265975,-0.15402499999999997,-1.4512999999999998,0.031299999999999994,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Transco-Z6 Sta-210,Global_G08,Global_G08_S01,,-0.7092,,,-0.7092,0.19525841999999988,0.19525841999999988,,,-1.0997168399999997,-0.3186831600000003,-1.2949752599999997,-0.12342474000000037,-1.4902336799999996,0.07183367999999946,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,9,,No forward mark available.,No forward mark
Millennium-Ramapo,Global_G08,Global_G08_S02,,-0.7510000000000003,,,-0.7510000000000003,0.20956551000000012,0.20956551000000012,,,-1.1701310200000006,-0.3318689800000001,-1.3796965300000008,-0.12230346999999997,-1.5892620400000008,0.08726204000000015,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,8,,No forward mark available.,No forward mark
TETCO-M3,Global_G08,Global_G08_S02,,-0.685,,,-0.685,0.214977,0.214977,,,-1.114954,-0.25504600000000005,-1.3299310000000002,-0.04006900000000002,-1.544908,0.17490799999999995,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
TGP-Mahwah,Global_G08,Global_G08_S02,,-0.7531000000000003,,,-0.7531000000000003,0.21201180000000033,0.21201180000000033,,,-1.177123600000001,-0.32907639999999966,-1.3891354000000014,-0.1170645999999993,-1.6011472000000015,0.09494720000000101,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,8,,No forward mark available.,No forward mark
Transco-Z6 (NY),Global_G08,Global_G08_S03,,-0.645,,,-0.645,0.214977,0.214977,,,-1.074954,-0.21504600000000001,-1.2899310000000002,-6.899999999998574e-05,-1.504908,0.214908,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
ANR-SE-T,Global_G09,Global_G09_S01,,-0.27249999999999996,,,-0.27249999999999996,0.10378199999999976,0.10378199999999976,,,-0.4800639999999995,-0.06493600000000044,-0.5838459999999992,0.038845999999999326,-0.687627999999999,0.1426279999999991,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
CG-Onshore,Global_G09,Global_G09_S01,,-0.2749999999999999,,,-0.2749999999999999,0.10007549999999983,0.10007549999999983,,,-0.47515099999999955,-0.07484900000000025,-0.5752264999999994,0.025226499999999596,-0.6753019999999992,0.1253019999999994,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Pine Prairie,Global_G09,Global_G09_S01,,-0.22999999999999998,,,-0.22999999999999998,0.1111949999999996,0.1111949999999996,,,-0.4523899999999992,-0.007610000000000783,-0.5635849999999988,0.10358499999999882,-0.6747799999999984,0.21477999999999842,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
TETCO-WLA,Global_G09,Global_G09_S01,,-0.26749999999999985,,,-0.26749999999999985,0.09266250000000033,0.09266250000000033,,,-0.4528250000000005,-0.0821749999999992,-0.5454875000000008,0.010487500000001149,-0.6381500000000011,0.10315000000000146,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Transco-45,Global_G09,Global_G09_S01,,-0.2799999999999998,,,-0.2799999999999998,0.10007549999999983,0.10007549999999983,,,-0.48015099999999944,-0.07984900000000014,-0.5802264999999993,0.020226499999999703,-0.6803019999999991,0.12030199999999952,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Bennington,Global_G10,Global_G10_S01,,-0.28334999999999977,,,-0.28334999999999977,0.11697713999999962,0.11697713999999962,,,-0.517304279999999,-0.04939572000000053,-0.6342814199999987,0.06758141999999911,-0.7512585599999982,0.1845585599999987,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,8,,No forward mark available.,No forward mark
MEP-Lamar,Global_G10,Global_G10_S01,,-0.2881999999999998,,,-0.2881999999999998,0.1263175199999999,0.1263175199999999,,,-0.5408350399999996,-0.03556495999999998,-0.6671525599999995,0.09075255999999993,-0.7934700799999994,0.21707007999999983,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,6,,No forward mark available.,No forward mark
NGPL-TXOK East,Global_G10,Global_G10_S01,,-0.3425,,,-0.3425,0.14084699999999994,0.14084699999999994,,,-0.6241939999999999,-0.06080600000000014,-0.7650409999999999,0.0800409999999998,-0.9058879999999998,0.22088799999999975,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
EGT-Flex,Global_G10,Global_G10_S02,,-0.3171999999999997,,,-0.3171999999999997,0.18643695000000005,0.18643695000000005,,,-0.6900738999999998,0.05567390000000039,-0.8765108499999998,0.24211085000000043,-1.0629477999999999,0.4285478000000005,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Moss Bluff Inter,Global_G10,Global_G10_S02,,-0.26364999999999994,,,-0.26364999999999994,0.0759832499999997,0.0759832499999997,,,-0.41561649999999933,-0.11168350000000055,-0.491599749999999,-0.03570025000000085,-0.5675829999999987,0.04028299999999885,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Socal-Citygate,Global_G11,Global_G11_S01,,0.8700000000000001,,,0.8700000000000001,0.5782140000000001,0.5782140000000001,,,-0.2864280000000001,2.026428,-0.8646420000000004,2.6046420000000006,-1.4428560000000004,3.1828560000000006,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,17,,No forward mark available.,No forward mark
