target_date,mode,core_states,quality_gate_enabled,emit_trader_outputs,alias_table_version,county_component_table_version,adjacency_provider,candidate_edges,total_edges,edges_with_both_components,edges_with_components_in_prices,drop_not_in_core_states,drop_missing_component,drop_same_component,drop_component_not_in_prices,drop_insufficient_history,asof_prices,asof_power,asof_weather_history,duration_seconds,save_payload_total_seconds,prep_total_seconds,prep_load_seconds,prep_prepare_seconds,prep_validate_seconds,flag_full,flag_missing_n,flag_imputed_w,flag_imputed_p,flag_imputed_wp,run_status,gate_data_pass,gate_stability_pass,gate_backtest_pass,gate_missing_n_rate,gate_n_coverage,gate_top20_turnover,gate_prices_lag_days,gate_power_lag_days,gate_weather_lag_days
2026-08-04,production,IL|IN|KS|LA|NE|NY|OH|OK|PA|TN|TX|WV,False,True,v1,v1,ShapefileAdjacencyProvider,4976,355,355,355,2559,1535,448,0,79,2026-08-04,2026-08-02,2026-08-03,1.188,1.208,10.216,0.797,9.233,0.187,95,60,10,110,80,UNGATED,,,,,,,,,
